ticker,price,dividend,mktcap,shares,bvps,sector,name,FE1,g2,icc_method,ICC,bm,date
A,156.34,1.02,44082536448.0,281965813.0,26.113,Healthcare,"Agilent Technologies, Inc.",6.20196,0.08955072267476738,forecast_icc,0.05274202980821918,0.16702698774047184,2026-09-17
AA,46.97,0.4,12395827200.0,263909445.0,27.926,Basic Materials,Alcoa Corporation,6.5199,0.01,forecast_icc,0.08253445694668382,0.5945496853223317,2026-09-17
AADX,12.7,0.0,2189397760.0,172393518.0,4.802,Industrials,"Applied Aerospace & Defense, In",0.4,0.04,forecast_icc,0.03423487174425367,0.3781102221626462,2026-09-17
AAL,12.94,0.0,8565890560.0,661969951.0,-6.001,Industrials,"American Airlines Group, Inc.",2.1799,0.01,forecast_icc,0.09071234218911,,2026-09-17
AAME,1.4,0.02,28556118.0,20397228.0,5.365,Financial Services,Atlantic American Corporation,0.23,0.04,trailing_eps_fallback_icc,0.11003496021811143,3.832143018179152,2026-09-17
AAMI,90.54,0.4,3213276160.0,35490128.0,2.592,Financial Services,Acadian Asset Management Inc.,5.36,0.20646828358208946,forecast_icc,0.0982645828614982,0.028628230875742722,2026-09-17
AAOI,98.06,0.0,8325910528.0,84906289.0,19.767,Technology,"Applied Optoelectronics, Inc.",0.68,0.75,forecast_icc,0.07836707352977512,0.20158066904739622,2026-09-17
AAON,76.43,0.4,6301931520.0,82453639.0,12.255,Industrials,"AAON, Inc.",2.35667,0.4844377872167085,forecast_icc,0.12297288414734597,0.16034280009837365,2026-09-17
AAP,41.98,1.0,2532620032.0,60329208.0,37.617,Consumer Cyclical,Advance Auto Parts Inc.,2.99215,0.3009675317079692,forecast_icc,0.14831833749583845,0.8960695993326171,2026-09-17
AAPL,337.0,1.08,4918238773248.0,14594180000.0,7.36,Technology,Apple Inc.,8.81945,0.08641015029281873,forecast_icc,0.037892592832435984,0.021839762108390774,2026-09-17
