symbol,weight,name_x,holding_source,ticker,ICC,mktcap,name_y,sector,etf,etf_label
NVDA,0.15761615369535384,NVIDIA Corporation,stockanalysis_full_holdings,NVDA,0.10811743820434627,4852250312704.0,NVIDIA Corporation,Technology,SPY,SPDR S&P 500 ETF Trust
AAPL,0.12860223485591063,Apple Inc.,stockanalysis_full_holdings,AAPL,0.0458718420471306,4014264025088.0,Apple Inc.,Technology,SPY,SPDR S&P 500 ETF Trust
MSFT,0.10311703587531858,Microsoft Corporation,stockanalysis_full_holdings,MSFT,0.0643197322531511,3090011127808.0,Microsoft Corporation,Technology,SPY,SPDR S&P 500 ETF Trust
AMZN,0.07998431680062734,"Amazon.com, Inc.",stockanalysis_full_holdings,AMZN,0.0679947311316784,2743194615808.0,"Amazon.com, Inc.",Consumer Cyclical,SPY,SPDR S&P 500 ETF Trust
AVGO,0.06430111742795531,Broadcom Inc.,stockanalysis_full_holdings,AVGO,0.1371656141209647,1988276649984.0,Broadcom Inc.,Technology,SPY,SPDR S&P 500 ETF Trust
GOOGL,0.06332091746716333,Alphabet Inc.,stockanalysis_full_holdings,GOOGL,0.0601531931043571,4099552575488.0,Alphabet Inc.,Communication Services,SPY,SPDR S&P 500 ETF Trust
GOOG,0.050578317976867286,Alphabet Inc.,stockanalysis_full_holdings,GOOG,0.0597020261385529,4085761966080.0,Alphabet Inc.,Communication Services,SPY,SPDR S&P 500 ETF Trust
META,0.04724563811017448,"Meta Platforms, Inc.",stockanalysis_full_holdings,META,0.0727607445502462,1673201713152.0,"Meta Platforms, Inc.",Communication Services,SPY,SPDR S&P 500 ETF Trust
TSLA,0.034895118604195266,"Tesla, Inc.",stockanalysis_full_holdings,TSLA,0.02274929981837165,1403589099520.0,"Tesla, Inc.",Consumer Cyclical,SPY,SPDR S&P 500 ETF Trust
BRK-B,0.027445598902176044,Berkshire Hathaway Inc.,stockanalysis_full_holdings,BRK-B,0.0470223263223999,1014915596288.0,Berkshire Hathaway Inc. New,Financial Services,SPY,SPDR S&P 500 ETF Trust
JPM,0.027053518917859246,JPMorgan Chase & Co.,stockanalysis_full_holdings,JPM,0.0722943453958092,835173351424.0,JP Morgan Chase & Co.,Financial Services,SPY,SPDR S&P 500 ETF Trust
LLY,0.023328759066849638,Eli Lilly and Company,stockanalysis_full_holdings,LLY,0.0785131763624115,819789496320.0,Eli Lilly and Company,Healthcare,SPY,SPDR S&P 500 ETF Trust
XOM,0.019996079200156835,Exxon Mobil Corporation,stockanalysis_full_holdings,XOM,0.0549862740093251,625686872064.0,Exxon Mobil Corporation,Energy,SPY,SPDR S&P 500 ETF Trust
WMT,0.018231719270731233,Walmart Inc.,stockanalysis_full_holdings,WMT,0.04044647592199724,1052596305920.0,Walmart Inc.,Consumer Defensive,SPY,SPDR S&P 500 ETF Trust
MU,0.017643599294256032,"Micron Technology, Inc.",stockanalysis_full_holdings,MU,0.3017523448119107,543252021248.0,"Micron Technology, Inc.",Technology,SPY,SPDR S&P 500 ETF Trust
JNJ,0.017447559302097633,Johnson & Johnson,stockanalysis_full_holdings,JNJ,0.0706822556616386,555546574848.0,Johnson & Johnson,Healthcare,SPY,SPDR S&P 500 ETF Trust
V,0.016859439325622432,Visa Inc.,stockanalysis_full_holdings,V,0.0648539254255643,595532840960.0,Visa Inc.,Financial Services,SPY,SPDR S&P 500 ETF Trust
AMD,0.015879239364830433,"Advanced Micro Devices, Inc.",stockanalysis_full_holdings,AMD,0.1251230060534719,497813323776.0,"Advanced Micro Devices, Inc.",Technology,SPY,SPDR S&P 500 ETF Trust
COST,0.014310919427563224,Costco Wholesale Corporation,stockanalysis_full_holdings,COST,0.0342627765524331,450032271360.0,Costco Wholesale Corporation,Consumer Defensive,SPY,SPDR S&P 500 ETF Trust
MA,0.013330719466771224,Mastercard Incorporated,stockanalysis_full_holdings,MA,0.0670191652285051,448342851584.0,Mastercard Incorporated,Financial Services,SPY,SPDR S&P 500 ETF Trust
NFLX,0.012546559498137622,"Netflix, Inc.",stockanalysis_full_holdings,NFLX,0.04439716574655439,390846316544.0,"Netflix, Inc.",Communication Services,SPY,SPDR S&P 500 ETF Trust
CAT,0.01215447951382082,Caterpillar Inc.,stockanalysis_full_holdings,CAT,0.063996832775995,388626579456.0,"Caterpillar, Inc.",Industrials,SPY,SPDR S&P 500 ETF Trust
ABBV,0.011370319545187219,AbbVie Inc.,stockanalysis_full_holdings,ABBV,0.1020824433628721,355432792064.0,AbbVie Inc.,Healthcare,SPY,SPDR S&P 500 ETF Trust
BAC,0.011370319545187219,Bank of America Corporation,stockanalysis_full_holdings,BAC,0.1049164154224203,374106292224.0,Bank of America Corporation,Financial Services,SPY,SPDR S&P 500 ETF Trust
CSCO,0.011370319545187219,"Cisco Systems, Inc.",stockanalysis_full_holdings,CSCO,0.0626506195663776,349921017856.0,"Cisco Systems, Inc.",Technology,SPY,SPDR S&P 500 ETF Trust
NVDA,0.08025987006496751,NVIDIA CORP,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
AAPL,0.06536731634182909,APPLE INC,ishares_full_holdings,AAPL,0.0458718420471306,4014264025088.0,Apple Inc.,Technology,IVV,iShares Core S&P 500 ETF
MSFT,0.05247376311844078,MICROSOFT CORP,ishares_full_holdings,MSFT,0.0643197322531511,3090011127808.0,Microsoft Corporation,Technology,IVV,iShares Core S&P 500 ETF
AMZN,0.04067966016991504,AMAZON COM INC,ishares_full_holdings,AMZN,0.0679947311316784,2743194615808.0,"Amazon.com, Inc.",Consumer Cyclical,IVV,iShares Core S&P 500 ETF
AVGO,0.032683658170914544,BROADCOM INC,ishares_full_holdings,AVGO,0.1371656141209647,1988276649984.0,Broadcom Inc.,Technology,IVV,iShares Core S&P 500 ETF
GOOGL,0.03218390804597701,ALPHABET INC CLASS A,ishares_full_holdings,GOOGL,0.0601531931043571,4099552575488.0,Alphabet Inc.,Communication Services,IVV,iShares Core S&P 500 ETF
GOOG,0.02578710644677661,ALPHABET INC CLASS C,ishares_full_holdings,GOOG,0.0597020261385529,4085761966080.0,Alphabet Inc.,Communication Services,IVV,iShares Core S&P 500 ETF
META,0.024087956021989005,META PLATFORMS INC CLASS A,ishares_full_holdings,META,0.0727607445502462,1673201713152.0,"Meta Platforms, Inc.",Communication Services,IVV,iShares Core S&P 500 ETF
TSLA,0.017791104447776113,TESLA INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
BRKB,0.013893053473263367,BERKSHIRE HATHAWAY INC CLASS B,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
JPM,0.013793103448275862,JPMORGAN CHASE & CO,ishares_full_holdings,JPM,0.0722943453958092,835173351424.0,JP Morgan Chase & Co.,Financial Services,IVV,iShares Core S&P 500 ETF
LLY,0.011894052973513243,ELI LILLY,ishares_full_holdings,LLY,0.0785131763624115,819789496320.0,Eli Lilly and Company,Healthcare,IVV,iShares Core S&P 500 ETF
XOM,0.010194902548725638,EXXON MOBIL CORP,ishares_full_holdings,XOM,0.0549862740093251,625686872064.0,Exxon Mobil Corporation,Energy,IVV,iShares Core S&P 500 ETF
WMT,0.009295352323838083,WALMART INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
MU,0.008995502248875563,MICRON TECHNOLOGY INC,ishares_full_holdings,MU,0.3017523448119107,543252021248.0,"Micron Technology, Inc.",Technology,IVV,iShares Core S&P 500 ETF
JNJ,0.008895552223888057,JOHNSON & JOHNSON,ishares_full_holdings,JNJ,0.0706822556616386,555546574848.0,Johnson & Johnson,Healthcare,IVV,iShares Core S&P 500 ETF
V,0.008495752123938032,VISA INC CLASS A,ishares_full_holdings,V,0.0648539254255643,595532840960.0,Visa Inc.,Financial Services,IVV,iShares Core S&P 500 ETF
AMD,0.008095952023988008,ADVANCED MICRO DEVICES INC,ishares_full_holdings,AMD,0.1251230060534719,497813323776.0,"Advanced Micro Devices, Inc.",Technology,IVV,iShares Core S&P 500 ETF
COST,0.007296351824087955,COSTCO WHOLESALE CORP,ishares_full_holdings,COST,0.0342627765524331,450032271360.0,Costco Wholesale Corporation,Consumer Defensive,IVV,iShares Core S&P 500 ETF
MA,0.006796601699150425,MASTERCARD INC CLASS A,ishares_full_holdings,MA,0.0670191652285051,448342851584.0,Mastercard Incorporated,Financial Services,IVV,iShares Core S&P 500 ETF
NFLX,0.0063968015992004,NETFLIX INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
CAT,0.00609695152423788,CATERPILLAR INC,ishares_full_holdings,CAT,0.063996832775995,388626579456.0,"Caterpillar, Inc.",Industrials,IVV,iShares Core S&P 500 ETF
BAC,0.0057971014492753615,BANK OF AMERICA CORP,ishares_full_holdings,BAC,0.1049164154224203,374106292224.0,Bank of America Corporation,Financial Services,IVV,iShares Core S&P 500 ETF
CSCO,0.0057971014492753615,CISCO SYSTEMS INC,ishares_full_holdings,CSCO,0.0626506195663776,349921017856.0,"Cisco Systems, Inc.",Technology,IVV,iShares Core S&P 500 ETF
ABBV,0.0057971014492753615,ABBVIE INC,ishares_full_holdings,ABBV,0.1020824433628721,355432792064.0,AbbVie Inc.,Healthcare,IVV,iShares Core S&P 500 ETF
CVX,0.005697151424287855,CHEVRON CORP,ishares_full_holdings,CVX,0.0558529535288777,373680209920.0,Chevron Corporation,Energy,IVV,iShares Core S&P 500 ETF
PLTR,0.005697151424287855,PALANTIR TECHNOLOGIES INC CLASS A,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
HD,0.0054972513743128445,HOME DEPOT INC,ishares_full_holdings,HD,0.0622438451021152,338808766464.0,"Home Depot, Inc. (The)",Consumer Cyclical,IVV,iShares Core S&P 500 ETF
PG,0.005397301349325338,PROCTER & GAMBLE,ishares_full_holdings,PG,0.0533118155535669,340485439488.0,Procter & Gamble Company (The),Consumer Defensive,IVV,iShares Core S&P 500 ETF
LRCX,0.005397301349325338,LAM RESEARCH CORP,ishares_full_holdings,LRCX,0.0782029863706138,324759093248.0,Lam Research Corporation,Technology,IVV,iShares Core S&P 500 ETF
UNH,0.005197401299350325,UNITEDHEALTH GROUP INC,ishares_full_holdings,UNH,0.0809510722498782,322016051200.0,UnitedHealth Group Incorporated,Healthcare,IVV,iShares Core S&P 500 ETF
AMAT,0.005197401299350325,APPLIED MATERIAL INC,ishares_full_holdings,AMAT,0.0737096450841765,320546963456.0,"Applied Materials, Inc.",Technology,IVV,iShares Core S&P 500 ETF
ORCL,0.005197401299350325,ORACLE CORP,ishares_full_holdings,ORCL,0.0521687390849164,506989412352.0,Oracle Corporation,Technology,IVV,iShares Core S&P 500 ETF
INTC,0.004997501249375313,INTEL CORPORATION CORP,ishares_full_holdings,INTC,0.0871221726618748,335303081984.0,Intel Corporation,Technology,IVV,iShares Core S&P 500 ETF
GEV,0.004997501249375313,GE VERNOVA INC,ishares_full_holdings,GEV,0.0225304309195162,308901707776.0,GE Vernova Inc.,Industrials,IVV,iShares Core S&P 500 ETF
KO,0.004697651174412793,COCA-COLA,ishares_full_holdings,KO,0.0576921392185144,328320778240.0,Coca-Cola Company (The),Consumer Defensive,IVV,iShares Core S&P 500 ETF
GE,0.004697651174412793,GE AEROSPACE,ishares_full_holdings,GE,0.064280648216597,294997196800.0,GE Aerospace,Industrials,IVV,iShares Core S&P 500 ETF
GS,0.004597701149425287,GOLDMAN SACHS GROUP INC,ishares_full_holdings,GS,0.0815535227650053,276366000128.0,"Goldman Sachs Group, Inc. (The)",Financial Services,IVV,iShares Core S&P 500 ETF
MRK,0.004597701149425287,MERCK & CO INC,ishares_full_holdings,MRK,0.2478057730115049,283097563136.0,"Merck & Company, Inc.",Healthcare,IVV,iShares Core S&P 500 ETF
PM,0.004197901049475262,PHILIP MORRIS INTERNATIONAL INC,ishares_full_holdings,PM,0.0727061287773597,263687749632.0,Philip Morris International Inc,Consumer Defensive,IVV,iShares Core S&P 500 ETF
WFC,0.004097951024487755,WELLS FARGO,ishares_full_holdings,WFC,0.1078474252306619,246710009856.0,Wells Fargo & Company,Financial Services,IVV,iShares Core S&P 500 ETF
RTX,0.00399800099950025,RTX CORP,ishares_full_holdings,RTX,0.0568864505920253,241460330496.0,RTX Corporation,Industrials,IVV,iShares Core S&P 500 ETF
KLAC,0.0038980509745127436,KLA CORP,ishares_full_holdings,KLAC,0.0671906518871945,238533591040.0,KLA Corporation,Technology,IVV,iShares Core S&P 500 ETF
MS,0.003798100949525237,MORGAN STANLEY,ishares_full_holdings,MS,0.0719854769709862,299549818880.0,Morgan Stanley,Financial Services,IVV,iShares Core S&P 500 ETF
LIN,0.003798100949525237,LINDE PLC,ishares_full_holdings,LIN,0.0513908517192668,235432034304.0,Linde plc,Basic Materials,IVV,iShares Core S&P 500 ETF
IBM,0.003798100949525237,INTERNATIONAL BUSINESS MACHINES CO,ishares_full_holdings,IBM,0.071478986118162,216847581184.0,International Business Machines,Technology,IVV,iShares Core S&P 500 ETF
C,0.003698150924537731,CITIGROUP INC,ishares_full_holdings,C,0.1108924424606362,224804978688.0,"Citigroup, Inc.",Financial Services,IVV,iShares Core S&P 500 ETF
TXN,0.0034982508745627183,TEXAS INSTRUMENT INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
MCD,0.0034982508745627183,MCDONALDS CORP,ishares_full_holdings,MCD,0.062456296641043,215046684672.0,McDonald's Corporation,Consumer Cyclical,IVV,iShares Core S&P 500 ETF
PEP,0.0033983008495752126,PEPSICO INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
TMO,0.0031984007996002,THERMO FISHER SCIENTIFIC INC,ishares_full_holdings,TMO,0.0658826257231158,173435699200.0,Thermo Fisher Scientific Inc,Healthcare,IVV,iShares Core S&P 500 ETF
VZ,0.0031984007996002,VERIZON COMMUNICATIONS INC,ishares_full_holdings,VZ,0.1153209177563434,197379604480.0,Verizon Communications Inc.,Communication Services,IVV,iShares Core S&P 500 ETF
NEE,0.0030984507746126934,NEXTERA ENERGY INC,ishares_full_holdings,NEE,0.0619416438732637,200710406144.0,"NextEra Energy, Inc.",Utilities,IVV,iShares Core S&P 500 ETF
ANET,0.0029985007496251873,ARISTA NETWORKS INC,ishares_full_holdings,ANET,0.0495450785587353,217269682176.0,"Arista Networks, Inc.",Technology,IVV,iShares Core S&P 500 ETF
APH,0.0029985007496251873,AMPHENOL CORP CLASS A,ishares_full_holdings,APH,0.0593940481279056,184635883520.0,Amphenol Corporation,Technology,IVV,iShares Core S&P 500 ETF
T,0.0029985007496251873,AT&T INC,ishares_full_holdings,T,0.1089703221041867,185794904064.0,AT&T Inc.,Communication Services,IVV,iShares Core S&P 500 ETF
BA,0.0029985007496251873,BOEING,ishares_full_holdings,BA,0.0237136702981294,184490721280.0,Boeing Company (The),Industrials,IVV,iShares Core S&P 500 ETF
DIS,0.0029985007496251873,WALT DISNEY,ishares_full_holdings,DIS,0.0802064501825264,183618043904.0,Walt Disney Company (The),Communication Services,IVV,iShares Core S&P 500 ETF
AMGN,0.0029985007496251873,AMGEN INC,ishares_full_holdings,AMGN,0.0677505524519527,187929755648.0,Amgen Inc.,Healthcare,IVV,iShares Core S&P 500 ETF
ADI,0.0029985007496251873,ANALOG DEVICES INC,ishares_full_holdings,ADI,0.0534615718917935,197175902208.0,"Analog Devices, Inc.",Technology,IVV,iShares Core S&P 500 ETF
CRM,0.0028985507246376808,SALESFORCE INC,ishares_full_holdings,CRM,0.0950016273626655,141768720384.0,"Salesforce, Inc.",Technology,IVV,iShares Core S&P 500 ETF
TJX,0.0028985507246376808,TJX INC,ishares_full_holdings,TJX,0.051791934797347,175842459648.0,"TJX Companies, Inc. (The)",Consumer Cyclical,IVV,iShares Core S&P 500 ETF
AXP,0.0028985507246376808,AMERICAN EXPRESS,ishares_full_holdings,AXP,0.0823146670714488,218456326144.0,American Express Company,Financial Services,IVV,iShares Core S&P 500 ETF
ISRG,0.002798600699650175,INTUITIVE SURGICAL INC,ishares_full_holdings,ISRG,0.0386101106748305,170062348288.0,"Intuitive Surgical, Inc.",Healthcare,IVV,iShares Core S&P 500 ETF
GILD,0.002698650674662669,GILEAD SCIENCES INC,ishares_full_holdings,GILD,0.0902895286809188,165874466816.0,"Gilead Sciences, Inc.",Healthcare,IVV,iShares Core S&P 500 ETF
ETN,0.0025987006496751624,EATON PLC,ishares_full_holdings,ETN,0.0610507431781627,164699783168.0,"Eaton Corporation, PLC",Industrials,IVV,iShares Core S&P 500 ETF
ABT,0.0025987006496751624,ABBOTT LABORATORIES,ishares_full_holdings,ABT,0.0824226951790745,160700923904.0,Abbott Laboratories,Healthcare,IVV,iShares Core S&P 500 ETF
UBER,0.0024987506246876563,UBER TECHNOLOGIES INC,ishares_full_holdings,UBER,0.0996246605993722,153741262848.0,"Uber Technologies, Inc.",Technology,IVV,iShares Core S&P 500 ETF
BLK,0.0024987506246876563,BLACKROCK INC,ishares_full_holdings,BLK,0.082169828431456,163672326144.0,"BlackRock, Inc.",Financial Services,IVV,iShares Core S&P 500 ETF
COP,0.0024987506246876563,CONOCOPHILLIPS,ishares_full_holdings,COP,0.0714659736433879,151588749312.0,ConocoPhillips,Energy,IVV,iShares Core S&P 500 ETF
PFE,0.0024987506246876563,PFIZER INC,ishares_full_holdings,PFE,0.0912637645942663,151708467200.0,"Pfizer, Inc.",Healthcare,IVV,iShares Core S&P 500 ETF
SCHW,0.0024987506246876563,CHARLES SCHWAB CORP,ishares_full_holdings,SCHW,0.0988877933774262,155806547968.0,Charles Schwab Corporation (The,Financial Services,IVV,iShares Core S&P 500 ETF
SNDK,0.0023988005997001498,SANDISK CORP,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
BKNG,0.0023988005997001498,BOOKING HOLDINGS INC,ishares_full_holdings,BKNG,0.0906060019930873,137542107136.0,Booking Holdings Inc. Common St,Consumer Cyclical,IVV,iShares Core S&P 500 ETF
UNP,0.0023988005997001498,UNION PACIFIC CORP,ishares_full_holdings,UNP,0.0634241748989244,161041170432.0,Union Pacific Corporation,Industrials,IVV,iShares Core S&P 500 ETF
DE,0.0023988005997001498,DEERE,ishares_full_holdings,DE,0.0850094444575288,159890014208.0,Deere & Company,Industrials,IVV,iShares Core S&P 500 ETF
PANW,0.0023988005997001498,PALO ALTO NETWORKS INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
QCOM,0.0023988005997001498,QUALCOMM INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
WELL,0.0022988505747126436,WELLTOWER INC,ishares_full_holdings,WELL,0.0547139049264059,146711429120.0,Welltower Inc.,Real Estate,IVV,iShares Core S&P 500 ETF
HON,0.0022988505747126436,HONEYWELL INTERNATIONAL INC,ishares_full_holdings,HON,0.0670008839850061,135817207808.0,Honeywell International Inc.,Industrials,IVV,iShares Core S&P 500 ETF
SPGI,0.0021989005497251375,S&P GLOBAL INC,ishares_full_holdings,SPGI,0.0664318428025073,131182166016.0,S&P Global Inc.,Financial Services,IVV,iShares Core S&P 500 ETF
LOW,0.0021989005497251375,LOWES COMPANIES INC,ishares_full_holdings,LOW,0.0656539674510453,138077913088.0,"Lowe's Companies, Inc.",Consumer Cyclical,IVV,iShares Core S&P 500 ETF
WDC,0.0021989005497251375,WESTERN DIGITAL CORP,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
GLW,0.002098950524737631,CORNING INC,ishares_full_holdings,GLW,0.0557250440343423,145603018752.0,Corning Incorporated,Technology,IVV,iShares Core S&P 500 ETF
STX,0.002098950524737631,SEAGATE TECHNOLOGY HOLDINGS PLC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
APP,0.002098950524737631,APPLOVIN CORP CLASS A,ishares_full_holdings,APP,0.089776506674334,152719622144.0,Applovin Corporation,Communication Services,IVV,iShares Core S&P 500 ETF
PLD,0.002098950524737631,PROLOGIS REIT INC,ishares_full_holdings,PLD,0.0285831111202749,132693704704.0,"Prologis, Inc.",Real Estate,IVV,iShares Core S&P 500 ETF
COF,0.001999000499750125,CAPITAL ONE FINANCIAL CORP,ishares_full_holdings,COF,0.1397592495263275,121104424960.0,Capital One Financial Corporati,Financial Services,IVV,iShares Core S&P 500 ETF
BMY,0.001999000499750125,BRISTOL MYERS SQUIBB,ishares_full_holdings,BMY,0.0803046833036982,120503222272.0,Bristol-Myers Squibb Company,Healthcare,IVV,iShares Core S&P 500 ETF
PH,0.001999000499750125,PARKER-HANNIFIN CORP,ishares_full_holdings,PH,0.0470994537144796,122919755776.0,Parker-Hannifin Corporation,Industrials,IVV,iShares Core S&P 500 ETF
NEM,0.001999000499750125,NEWMONT,ishares_full_holdings,NEM,0.1067803325427448,119937376256.0,Newmont Corporation,Basic Materials,IVV,iShares Core S&P 500 ETF
VRT,0.0018990504747626185,VERTIV HOLDINGS CLASS A,ishares_full_holdings,VRT,0.0639934435982826,123537235968.0,"Vertiv Holdings, LLC",Industrials,IVV,iShares Core S&P 500 ETF
SYK,0.0018990504747626185,STRYKER CORP,ishares_full_holdings,SYK,0.0665071997665952,126250754048.0,Stryker Corporation,Healthcare,IVV,iShares Core S&P 500 ETF
CB,0.0018990504747626185,CHUBB,ishares_full_holdings,CB,0.0843100517521436,129322409984.0,Chubb Limited,Financial Services,IVV,iShares Core S&P 500 ETF
PGR,0.0018990504747626185,PROGRESSIVE CORP,ishares_full_holdings,PGR,0.0764332172497449,119994851328.0,Progressive Corporation (The),Financial Services,IVV,iShares Core S&P 500 ETF
ACN,0.0018990504747626185,ACCENTURE PLC CLASS A,ishares_full_holdings,ACN,0.0899707750387611,109719773184.0,Accenture plc,Technology,IVV,iShares Core S&P 500 ETF
INTU,0.0018990504747626185,INTUIT INC,ishares_full_holdings,INTU,0.086191921131684,106662453248.0,Intuit Inc.,Technology,IVV,iShares Core S&P 500 ETF
CRWD,0.0018990504747626185,CROWDSTRIKE HOLDINGS INC CLASS A,ishares_full_holdings,CRWD,0.0374902356801056,112957186048.0,"CrowdStrike Holdings, Inc.",Technology,IVV,iShares Core S&P 500 ETF
DHR,0.0018990504747626185,DANAHER CORP,ishares_full_holdings,DHR,0.0574444276252586,126386601984.0,Danaher Corporation,Healthcare,IVV,iShares Core S&P 500 ETF
XTSLA,0.0018990504747626185,BLK CSH FND TREASURY SL AGENCY,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
VRTX,0.0017991004497751122,VERTEX PHARMACEUTICALS INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
LMT,0.0017991004497751122,LOCKHEED MARTIN CORP,ishares_full_holdings,LMT,0.0681571581544578,122096517120.0,Lockheed Martin Corporation,Industrials,IVV,iShares Core S&P 500 ETF
SBUX,0.0017991004497751122,STARBUCKS CORP,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
NOW,0.0017991004497751122,SERVICENOW INC,ishares_full_holdings,NOW,0.0867218577705307,87845363712.0,"ServiceNow, Inc.",Technology,IVV,iShares Core S&P 500 ETF
EQIX,0.0017991004497751122,EQUINIX REIT INC,ishares_full_holdings,EQIX,0.024619566106091,109993795584.0,"Equinix, Inc.",Real Estate,IVV,iShares Core S&P 500 ETF
MO,0.0017991004497751122,ALTRIA GROUP INC,ishares_full_holdings,MO,0.0896806814882368,112267960320.0,"Altria Group, Inc.",Consumer Defensive,IVV,iShares Core S&P 500 ETF
MCK,0.0016991504247876063,MCKESSON CORP,ishares_full_holdings,MCK,0.0676911647608119,102411755520.0,McKesson Corporation,Healthcare,IVV,iShares Core S&P 500 ETF
TT,0.0016991504247876063,TRANE TECHNOLOGIES PLC,ishares_full_holdings,TT,0.0537703598845222,107660943360.0,Trane Technologies plc,Industrials,IVV,iShares Core S&P 500 ETF
CMCSA,0.0016991504247876063,COMCAST CORP CLASS A,ishares_full_holdings,CMCSA,0.1168386721893816,115292823552.0,Comcast Corporation,Communication Services,IVV,iShares Core S&P 500 ETF
CME,0.0016991504247876063,CME GROUP INC CLASS A,ishares_full_holdings,CME,0.0512867242493889,103570825216.0,CME Group Inc.,Financial Services,IVV,iShares Core S&P 500 ETF
SO,0.0016991504247876063,SOUTHERN,ishares_full_holdings,SO,0.0670738620850455,105865125888.0,Southern Company (The),Utilities,IVV,iShares Core S&P 500 ETF
FCX,0.0016991504247876063,FREEPORT MCMORAN INC,ishares_full_holdings,FCX,0.1193904576110908,88359157760.0,"Freeport-McMoRan, Inc.",Basic Materials,IVV,iShares Core S&P 500 ETF
ADBE,0.0016991504247876063,ADOBE INC,ishares_full_holdings,ADBE,0.1029521652023306,96595714048.0,Adobe Inc.,Technology,IVV,iShares Core S&P 500 ETF
MDT,0.0016991504247876063,MEDTRONIC PLC,ishares_full_holdings,MDT,0.0867474966227684,107576721408.0,Medtronic plc.,Healthcare,IVV,iShares Core S&P 500 ETF
BX,0.0015992003998001,BLACKSTONE INC,ishares_full_holdings,BX,0.1234541477315884,149519319040.0,Blackstone Inc.,Financial Services,IVV,iShares Core S&P 500 ETF
BSX,0.0015992003998001,BOSTON SCIENTIFIC CORP,ishares_full_holdings,BSX,0.0691372209784361,97626849280.0,Boston Scientific Corporation,Healthcare,IVV,iShares Core S&P 500 ETF
HWM,0.0015992003998001,HOWMET AEROSPACE INC,ishares_full_holdings,HWM,0.0462526549787206,98695405568.0,Howmet Aerospace Inc.,Industrials,IVV,iShares Core S&P 500 ETF
CVS,0.0015992003998001,CVS HEALTH CORP,ishares_full_holdings,CVS,0.1207964879863811,101067317248.0,CVS Health Corporation,Healthcare,IVV,iShares Core S&P 500 ETF
DUK,0.0015992003998001,DUKE ENERGY CORP,ishares_full_holdings,DUK,0.0681153452092554,99642859520.0,Duke Energy Corporation (Holdin,Utilities,IVV,iShares Core S&P 500 ETF
ICE,0.0014992503748125937,INTERCONTINENTAL EXCHANGE INC,ishares_full_holdings,ICE,0.064547383465244,89201516544.0,Intercontinental Exchange Inc.,Financial Services,IVV,iShares Core S&P 500 ETF
PWR,0.0014992503748125937,QUANTA SERVICES INC,ishares_full_holdings,PWR,0.0437077422597045,95051931648.0,"Quanta Services, Inc.",Industrials,IVV,iShares Core S&P 500 ETF
BK,0.0014992503748125937,BANK OF NEW YORK MELLON CORP,ishares_full_holdings,BK,0.0780868410489697,92949446656.0,The Bank of New York Mellon Cor,Financial Services,IVV,iShares Core S&P 500 ETF
SNPS,0.0014992503748125937,SYNOPSYS INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
CEG,0.0014992503748125937,CONSTELLATION ENERGY CORP,ishares_full_holdings,CEG,0.0714333439445954,106069000192.0,Constellation Energy Corporatio,Utilities,IVV,iShares Core S&P 500 ETF
CDNS,0.0014992503748125937,CADENCE DESIGN SYSTEMS INC,ishares_full_holdings,CDNS,0.1213159123100958,86784016384.0,"Cadence Design Systems, Inc.",Technology,IVV,iShares Core S&P 500 ETF
PNC,0.0014992503748125937,PNC FINANCIAL SERVICES GROUP INC,ishares_full_holdings,PNC,0.1125580258075094,90794754048.0,"PNC Financial Services Group, I",Financial Services,IVV,iShares Core S&P 500 ETF
TMUS,0.0014992503748125937,T MOBILE US INC,ishares_full_holdings,,,,,,IVV,iShares Core S&P 500 ETF
CMI,0.0013993003498250875,CUMMINS INC,ishares_full_holdings,CMI,0.0752310532288743,90825449472.0,Cummins Inc.,Industrials,IVV,iShares Core S&P 500 ETF
JCI,0.0013993003498250875,JOHNSON CONTROLS INTERNATIONAL PLC,ishares_full_holdings,JCI,0.0654560750810241,86748135424.0,Johnson Controls International ,Industrials,IVV,iShares Core S&P 500 ETF
MRSH,0.0013993003498250875,MARSH INC,ishares_full_holdings,MRSH,0.0749542380495497,83837059072.0,Marsh,Financial Services,IVV,iShares Core S&P 500 ETF
