date,ticker,label,category,icc,coverage_weight,n_holdings,n_matched,method,holding_source,status,source_file
2026-05-20,DIA,SPDR Dow Jones Industrial Average ETF,Index,0.0619664442475827,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,IJR,iShares Core S&P Small-Cap ETF,Small Cap,0.0680842717419178,0.8800000000000002,25,22,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,IVV,iShares Core S&P 500 ETF,Broad Market,0.0811577433524248,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,IWD,iShares Russell 1000 Value ETF,Style,0.0779884047403592,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,IWF,iShares Russell 1000 Growth ETF,Style,0.0669877552145157,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,IWM,iShares Russell 2000 ETF,Small Cap,0.0641975934144963,0.8239258091577016,25,20,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,MDY,SPDR S&P MidCap 400 ETF Trust,Mid Cap,0.0681717486586245,0.958041958041958,25,24,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,QQQ,Invesco QQQ Trust,Growth / Nasdaq,0.0823582080924037,0.9999999999999998,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,SMH,VanEck Semiconductor ETF,Theme,0.0824574923781428,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,SPY,SPDR S&P 500 ETF Trust,Broad Market,0.0807995643882103,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,VOO,Vanguard S&P 500 ETF,Broad Market,0.0775554249455566,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,VTI,Vanguard Total Stock Market ETF,Broad Market,0.0778979378538373,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,VTV,Vanguard Value ETF,Style,0.0775833236546984,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,VUG,Vanguard Growth ETF,Style,0.0544323521388051,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,XBI,SPDR S&P Biotech ETF,Theme,0.0811032758420046,0.5595497694810545,25,14,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,XLB,Materials Select Sector SPDR Fund,Sector,0.0828927695479846,0.9999999999999998,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,XLC,Communication Services Select Sector SPDR Fund,Sector,0.1044833189116849,0.5405726108254482,24,22,Partial holdings estimate,stockanalysis_full_holdings,partial_holdings_estimate,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,XLE,Energy Select Sector SPDR Fund,Sector,0.0734755743012555,0.8856537850714663,22,21,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,XLF,Financial Select Sector SPDR Fund,Sector,0.0842458282067838,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,XLI,Industrial Select Sector SPDR Fund,Sector,0.0705718489192606,1.0000000000000002,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,XLK,Technology Select Sector SPDR Fund,Sector,0.0848620246041249,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,XLP,Consumer Staples Select Sector SPDR Fund,Sector,0.0809204781008123,0.9999999999999998,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,XLRE,Real Estate Select Sector SPDR Fund,Sector,0.0539424948203506,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,XLU,Utilities Select Sector SPDR Fund,Sector,0.0736646992592172,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,XLV,Health Care Select Sector SPDR Fund,Sector,0.0825770233795942,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
2026-05-20,XLY,Consumer Discretionary Select Sector SPDR Fund,Sector,0.0846102470109401,1.0,25,25,ICC calculation,stockanalysis_full_holdings,icc_calculation,data/derived/etf/202605/etf_icc_2026_05_20.csv
