ticker,fetch_status,has_price,has_market_cap,has_forward_eps,has_trailing_eps,has_icc,icc_method,unavailable_reason,mktcap
A,ok,True,True,True,True,True,forecast_icc,,38252580864.0
AA,ok,True,True,True,True,True,forecast_icc,,18971041792.0
AACB,ok,True,True,False,True,True,trailing_eps_fallback_icc,,290310752.0
AACG,failed,True,True,False,False,False,,missing_positive_eps,47096996.0
AACI,failed,True,True,False,False,False,,missing_positive_eps,338596832.0
AACO,failed,True,True,False,False,False,,missing_positive_eps,310166912.0
AACP,failed,True,True,False,False,False,,missing_positive_eps,291907808.0
AADX,failed,True,False,False,False,False,,missing_positive_eps,
AAL,ok,True,True,True,True,True,forecast_icc,,8928699392.0
AAME,ok,True,True,False,True,True,trailing_eps_fallback_icc,,34063368.0
AAMI,ok,True,True,True,True,True,forecast_icc,,2636545024.0
AAOI,ok,True,True,True,False,True,forecast_icc,,14202970112.0
AAON,ok,True,True,True,True,True,forecast_icc,,10863130624.0
AAP,ok,True,True,True,True,True,forecast_icc,,3427302400.0
AAPG,failed,True,True,False,False,False,,missing_positive_eps,1605400192.0
AAPL,ok,True,True,True,True,True,forecast_icc,,4514011676672.0
AARD,failed,True,True,False,False,False,,missing_positive_eps,80284296.0
AAT,ok,True,True,True,True,True,forecast_icc,,1835364736.0
AAUC,failed,True,True,False,False,False,,missing_positive_eps,3209971456.0
ABAT,failed,True,True,False,False,False,,missing_positive_eps,424248832.0
ABBV,ok,True,True,True,True,True,forecast_icc,,401468325888.0
ABCB,ok,True,True,True,True,True,forecast_icc,,5751490560.0
ABCL,failed,True,True,False,False,False,,missing_positive_eps,1716209664.0
ABEO,ok,True,True,True,True,True,forecast_icc,,311193504.0
ABEV,ok,True,True,True,True,True,forecast_icc,,48586805248.0
ABG,ok,True,True,True,True,True,forecast_icc,,3555818240.0
ABLV,failed,True,True,False,False,False,,missing_positive_eps,52847216.0
ABM,ok,True,True,True,True,True,forecast_icc,,2489986304.0
ABNB,ok,True,True,True,True,True,forecast_icc,,79256641536.0
ABOS,failed,True,True,False,False,False,,missing_positive_eps,155289312.0
ABR,ok,True,True,True,True,True,forecast_icc,,1094790016.0
ABSI,failed,True,True,False,False,False,,missing_positive_eps,997792384.0
ABT,ok,True,True,True,True,True,forecast_icc,,158626922496.0
ABTC,ok,True,True,True,False,True,forecast_icc,,1549470080.0
ABTS,failed,True,True,False,False,False,,missing_positive_eps,5893279.0
ABUS,ok,True,True,False,True,True,trailing_eps_fallback_icc,,839535296.0
ABVC,failed,True,True,False,False,False,,missing_positive_eps,34580588.0
