ticker,fetch_status,has_price,has_market_cap,has_forward_eps,has_trailing_eps,has_icc,icc_method,unavailable_reason,mktcap
MMM,ok,True,True,True,True,True,forecast_icc,,88616583168
AOS,ok,True,True,True,True,True,forecast_icc,,8036274176
ABT,ok,True,True,True,True,True,forecast_icc,,192226492416
ABBV,ok,True,True,True,True,True,forecast_icc,,453124259840
ACN,ok,True,True,True,True,True,forecast_icc,,116122124288
ADBE,ok,True,True,True,True,True,forecast_icc,,116384030720
AMD,ok,True,True,True,True,True,forecast_icc,,768438632448
AES,ok,True,True,True,True,True,forecast_icc,,10511944704
AFL,ok,True,True,True,True,True,forecast_icc,,58080620544
A,ok,True,True,True,True,True,forecast_icc,,43298672640
APD,ok,True,True,True,False,True,forecast_icc,,68912267264
ABNB,ok,True,True,True,True,True,forecast_icc,,109709508608
AKAM,ok,True,True,True,True,True,forecast_icc,,15610498048
ALB,ok,True,True,True,True,True,forecast_icc,,15927142400
ARE,ok,True,True,True,False,True,forecast_icc,,8826767360
ALGN,ok,True,True,True,True,True,forecast_icc,,11351457792
ALLE,ok,True,True,True,True,True,forecast_icc,,13201960960
LNT,ok,True,True,True,True,True,forecast_icc,,17626175488
ALL,ok,True,True,True,True,True,forecast_icc,,65186775040
GOOGL,ok,True,True,True,True,True,forecast_icc,,4150228680704
GOOG,ok,True,True,True,True,True,forecast_icc,,4102042681344
MO,ok,True,True,True,True,True,forecast_icc,,114344067072
AMZN,ok,True,True,True,True,True,forecast_icc,,2801960484864
AMCR,ok,True,True,True,True,True,forecast_icc,,21217044480
AEE,ok,True,True,True,True,True,forecast_icc,,29348155392
AEP,ok,True,True,True,True,True,forecast_icc,,66650570752
AXP,ok,True,True,True,True,True,forecast_icc,,222967054336
AIG,ok,True,True,True,True,True,forecast_icc,,39928123392
AMT,ok,True,True,True,True,True,forecast_icc,,81869185024
AWK,ok,True,True,True,True,True,forecast_icc,,27470307328
AMP,ok,True,True,True,True,True,forecast_icc,,48894922752
AME,ok,True,True,True,True,True,forecast_icc,,53901672448
AMGN,ok,True,True,True,True,True,forecast_icc,,232406892544
APH,ok,True,True,True,True,True,forecast_icc,,195489529856
ADI,ok,True,True,True,True,True,forecast_icc,,175480553472
AON,ok,True,True,True,True,True,forecast_icc,,68202569728
APA,ok,True,True,True,True,True,forecast_icc,,15117668352
APO,ok,True,True,True,True,True,forecast_icc,,80656384000
AAPL,ok,True,True,True,True,True,forecast_icc,,4624166158336
AMAT,ok,True,True,True,True,True,forecast_icc,,363777130496
APP,ok,True,True,True,True,True,forecast_icc,,104431042560
APTV,ok,True,True,True,True,True,forecast_icc,,9472134144
ACGL,ok,True,True,True,True,True,forecast_icc,,33441869824
ADM,ok,True,True,True,True,True,forecast_icc,,39178244096
ARES,ok,True,True,True,True,True,forecast_icc,,47224139776
ANET,ok,True,True,True,True,True,forecast_icc,,246809067520
AJG,ok,True,True,True,True,True,forecast_icc,,67199791104
AIZ,ok,True,True,True,True,True,forecast_icc,,13902396416
T,ok,True,True,True,True,True,forecast_icc,,177408262144
ATO,ok,True,True,True,True,True,forecast_icc,,28074070016
ADSK,ok,True,True,True,True,True,forecast_icc,,54587379712
ADP,ok,True,True,True,True,True,forecast_icc,,113680711680
AZO,ok,True,True,True,True,True,forecast_icc,,48833056768
AVY,ok,True,True,True,True,True,forecast_icc,,13317740544
AXON,ok,True,True,True,True,True,forecast_icc,,46025871360
BKR,ok,True,True,True,True,True,forecast_icc,,63084433408
BALL,ok,True,True,True,True,True,forecast_icc,,16765543424
BAC,ok,True,True,True,True,True,forecast_icc,,433130831872
BAX,ok,True,True,True,False,True,forecast_icc,,13441896448
BDX,ok,True,True,True,True,True,forecast_icc,,51238682624
BRK-B,ok,True,True,True,True,True,forecast_icc,,1078981951488
