ticker,fetch_status,has_price,has_market_cap,has_forward_eps,has_trailing_eps,has_icc,icc_method,unavailable_reason,mktcap
MMM,ok,True,True,True,True,True,forecast_icc,,86930169856.0
AOS,ok,True,True,True,True,True,forecast_icc,,8219750400.0
ABT,ok,True,True,True,True,True,forecast_icc,,187452440576.0
ABBV,ok,True,True,True,True,True,forecast_icc,,453194874880.0
ACN,ok,True,True,True,True,True,forecast_icc,,114261827584.0
ADBE,ok,True,True,True,True,True,forecast_icc,,105937731584.0
AMD,ok,True,True,True,True,True,forecast_icc,,779621105664.0
AES,ok,True,True,True,True,True,forecast_icc,,10551757824.0
AFL,ok,True,True,True,True,True,forecast_icc,,58762448896.0
A,ok,True,True,True,True,True,forecast_icc,,42537365504.0
APD,ok,True,True,True,False,True,forecast_icc,,67088470016.0
ABNB,ok,True,True,True,True,True,forecast_icc,,108943065088.0
AKAM,ok,True,True,True,True,True,forecast_icc,,15121861632.0
ALB,ok,True,True,True,True,True,forecast_icc,,14901678080.0
ARE,ok,True,True,True,False,True,forecast_icc,,9060816896.0
ALGN,ok,True,True,True,True,True,forecast_icc,,11269406720.0
ALLE,ok,True,True,True,True,True,forecast_icc,,13360978944.0
LNT,ok,True,True,True,True,True,forecast_icc,,17623580672.0
ALL,ok,True,True,True,True,True,forecast_icc,,65634340864.0
GOOGL,ok,True,True,True,True,True,forecast_icc,,4139343675392.0
GOOG,ok,True,True,True,True,True,forecast_icc,,4100819517440.0
MO,ok,True,True,True,True,True,forecast_icc,,115011952640.0
AMZN,ok,True,True,True,True,True,forecast_icc,,2788369891328.0
AMCR,ok,True,True,True,True,True,forecast_icc,,20874909696.0
AEE,ok,True,True,True,True,True,forecast_icc,,29475502080.0
AEP,ok,True,True,True,True,True,forecast_icc,,67777474560.0
AXP,ok,True,True,True,True,True,forecast_icc,,220259057664.0
AIG,ok,True,True,True,True,True,forecast_icc,,39849689088.0
AMT,ok,True,True,True,True,True,forecast_icc,,81939079168.0
AWK,ok,True,True,True,True,True,forecast_icc,,27961167872.0
AMP,ok,True,True,True,True,True,forecast_icc,,49516068864.0
AME,ok,True,True,True,True,True,forecast_icc,,54499983360.0
AMGN,ok,True,True,True,True,True,forecast_icc,,236380536832.0
APH,ok,True,True,True,True,True,forecast_icc,,204132728832.0
ADI,ok,True,True,True,True,True,forecast_icc,,175533834240.0
AON,ok,True,True,True,True,True,forecast_icc,,68535607296.0
APA,ok,True,True,True,True,True,forecast_icc,,14984535040.0
APO,ok,True,True,True,True,True,forecast_icc,,78937907200.0
AAPL,ok,True,True,True,True,True,forecast_icc,,4669700046848.0
AMAT,ok,True,True,True,True,True,forecast_icc,,360856682496.0
APP,ok,True,True,True,True,True,forecast_icc,,107688771584.0
APTV,ok,True,True,True,True,True,forecast_icc,,9956018176.0
ACGL,ok,True,True,True,True,True,forecast_icc,,33474576384.0
ADM,ok,True,True,True,True,True,forecast_icc,,40778600448.0
ARES,ok,True,True,True,True,True,forecast_icc,,46228000768.0
ANET,ok,True,True,True,True,True,forecast_icc,,244400128000.0
AJG,ok,True,True,True,True,True,forecast_icc,,67338215424.0
AIZ,ok,True,True,True,True,True,forecast_icc,,14093772800.0
T,ok,True,True,True,True,True,forecast_icc,,175969271808.0
ATO,ok,True,True,True,True,True,forecast_icc,,28315721728.0
ADSK,ok,True,True,True,True,True,forecast_icc,,45541097472.0
ADP,ok,True,True,True,True,True,forecast_icc,,110288084992.0
AZO,ok,True,False,True,True,True,forecast_icc,,
AVY,ok,True,True,True,True,True,forecast_icc,,13267472384.0
