ticker,fetch_status,has_price,has_market_cap,has_forward_eps,has_trailing_eps,has_icc,icc_method,unavailable_reason,mktcap
A,ok,True,True,True,True,True,forecast_icc,,37176516608.0
AA,ok,True,True,True,True,True,forecast_icc,,13801440256.0
AACB,ok,True,True,False,True,True,trailing_eps_fallback_icc,,290587488.0
AACG,failed,True,True,False,False,False,,missing_positive_eps,41695964.0
AACI,failed,True,True,False,False,False,,missing_positive_eps,338596832.0
AACO,failed,True,True,False,False,False,,missing_positive_eps,310480512.0
AACP,failed,True,True,False,False,False,,missing_positive_eps,290958176.0
AADX,failed,True,False,False,False,False,,missing_positive_eps,
AAL,ok,True,True,True,True,True,forecast_icc,,11534557184.0
AAME,ok,True,True,False,True,True,trailing_eps_fallback_icc,,34675288.0
AAMI,ok,True,True,True,True,True,forecast_icc,,2507568128.0
AAOI,ok,True,True,True,False,True,forecast_icc,,11793280000.0
AAON,ok,True,True,True,True,True,forecast_icc,,10779581440.0
AAP,ok,True,True,True,True,True,forecast_icc,,3495474176.0
AAPG,failed,True,True,False,False,False,,missing_positive_eps,1594199680.0
AAPL,ok,True,True,True,True,True,forecast_icc,,4304570155008.0
AARD,failed,True,True,False,False,False,,missing_positive_eps,108209264.0
AAT,ok,True,True,True,True,True,forecast_icc,,1890441216.0
AAUC,failed,True,True,False,False,False,,missing_positive_eps,2896527104.0
ABAT,failed,True,True,False,False,False,,missing_positive_eps,368318944.0
ABBV,ok,True,True,True,True,True,forecast_icc,,415001968640.0
ABCB,ok,True,True,True,True,True,forecast_icc,,6010566656.0
ABCL,failed,True,True,False,False,False,,missing_positive_eps,1841413632.0
ABEO,ok,True,True,True,True,True,forecast_icc,,320312704.0
ABEV,ok,True,True,True,True,True,forecast_icc,,48564133888.0
ABG,ok,True,True,True,True,True,forecast_icc,,3841617152.0
ABLV,failed,True,True,False,False,False,,missing_positive_eps,54328912.0
ABM,ok,True,True,True,True,True,forecast_icc,,2610951680.0
ABNB,ok,True,True,True,True,True,forecast_icc,,85702107136.0
ABOS,failed,True,True,False,False,False,,missing_positive_eps,166845712.0
ABR,ok,True,True,True,True,True,forecast_icc,,1061424960.0
ABSI,failed,True,True,False,False,False,,missing_positive_eps,1570743424.0
ABT,ok,True,True,True,True,True,forecast_icc,,157616668672.0
ABTC,ok,True,True,True,False,True,forecast_icc,,1329732864.0
ABTS,failed,True,True,False,False,False,,missing_positive_eps,3583351.0
ABUS,ok,True,True,False,True,True,trailing_eps_fallback_icc,,881018176.0
ABVC,failed,True,True,False,False,False,,missing_positive_eps,34580588.0
ABVE,failed,False,True,False,False,False,,missing_price,5835870.0
ABVX,failed,True,True,False,False,False,,missing_positive_eps,7379540480.0
ABX,ok,True,True,True,True,True,forecast_icc,,892078016.0
ACA,ok,True,True,True,True,True,forecast_icc,,7088076288.0
ACAA,failed,True,True,False,False,False,,missing_positive_eps,355754656.0
ACAD,ok,True,True,True,True,True,forecast_icc,,4000070144.0
ACB,failed,True,True,False,False,False,,missing_positive_eps,175296256.0
ACCL,ok,True,True,False,True,True,trailing_eps_fallback_icc,,23993828.0
ACCO,ok,True,False,True,True,True,forecast_icc,,
ACCS,ok,True,True,True,False,True,forecast_icc,,26010364.0
ACDC,failed,True,True,False,False,False,,missing_positive_eps,967926016.0
ACEL,ok,True,True,True,True,True,forecast_icc,,1062991232.0
ACET,failed,True,True,False,False,False,,missing_positive_eps,77122944.0
ACFN,ok,True,True,False,True,True,trailing_eps_fallback_icc,,41436424.0
ACGC,failed,True,True,False,False,False,,missing_positive_eps,294503936.0
ACGL,ok,True,True,True,True,True,forecast_icc,,33164060672.0
ACH,ok,True,True,True,False,True,forecast_icc,,245067856.0
ACHC,ok,True,True,True,False,True,forecast_icc,,2295496960.0
ACHR,failed,True,True,False,False,False,,missing_positive_eps,3852467968.0
ACHR-W,failed,False,False,False,False,False,,missing_price,
ACHV,failed,True,True,False,False,False,,missing_positive_eps,544092992.0
ACI,ok,True,True,True,True,True,forecast_icc,,6920569344.0
ACIC,ok,True,True,True,True,True,forecast_icc,,530681312.0
ACIU,ok,True,True,True,False,True,forecast_icc,,258504880.0
ACIW,ok,True,True,True,True,True,forecast_icc,,4716080128.0
ACLS,ok,True,True,True,True,True,forecast_icc,,5191262720.0
ACM,ok,True,True,True,True,True,forecast_icc,,8976039936.0
ACMR,ok,True,True,True,True,True,forecast_icc,,7021523968.0
ACN,ok,True,True,True,True,True,forecast_icc,,79032311808.0
ACNB,ok,True,True,True,True,True,forecast_icc,,596076992.0
ACNT,ok,True,True,True,False,True,forecast_icc,,130782976.0
ACOG,failed,True,True,False,False,False,,missing_positive_eps,143273600.0
ACON,failed,True,True,False,False,False,,missing_positive_eps,6746565.0
ACP,ok,True,True,False,True,True,trailing_eps_fallback_icc,,642409856.0
ACR,ok,True,True,True,True,True,forecast_icc,,127426560.0
ACRE,ok,True,True,True,False,True,forecast_icc,,248000560.0
ACRS,failed,True,True,False,False,False,,missing_positive_eps,668988992.0
ACRV,failed,True,True,False,False,False,,missing_positive_eps,69338800.0
ACT,ok,True,True,True,True,True,forecast_icc,,6177333248.0
ACTG,failed,True,True,False,False,False,,missing_positive_eps,453968928.0
ACTU,failed,True,True,False,False,False,,missing_positive_eps,46655412.0
ACU,ok,True,True,True,True,True,forecast_icc,,178096192.0
ACV,ok,True,True,False,True,True,trailing_eps_fallback_icc,,284227392.0
ACVA,ok,True,True,True,False,True,forecast_icc,,1152260352.0
ACXP,failed,True,True,False,False,False,,missing_positive_eps,6317675.0
AD,ok,True,True,True,True,True,forecast_icc,,3133556992.0
ADAC,failed,True,True,False,False,False,,missing_positive_eps,287787520.0
ADAG,failed,True,True,False,False,False,,missing_positive_eps,280808512.0
ADAM,ok,True,True,True,True,True,forecast_icc,,837505472.0
ADBE,ok,True,True,True,True,True,forecast_icc,,78136573952.0
ADC,ok,True,True,True,True,True,forecast_icc,,9072329728.0
ADCT,failed,True,True,False,False,False,,missing_positive_eps,136094544.0
ADEA,ok,True,True,True,True,True,forecast_icc,,3315430144.0
ADGM,failed,True,True,False,False,False,,missing_positive_eps,14014800.0
ADI,ok,True,True,True,True,True,forecast_icc,,201244884992.0
ADIL,failed,True,True,False,False,False,,missing_positive_eps,5427403.0
ADM,ok,True,True,True,True,True,forecast_icc,,36185296896.0
ADMA,ok,True,True,True,True,True,forecast_icc,,2016422656.0
ADNT,ok,True,True,True,True,True,forecast_icc,,1589439360.0
ADP,ok,True,True,True,True,True,forecast_icc,,87883579392.0
ADPT,failed,True,True,False,False,False,,missing_positive_eps,3095258368.0
ADSE,ok,True,True,True,False,True,forecast_icc,,847523136.0
ADSEW,failed,True,False,False,False,False,,missing_positive_eps,
ADSK,ok,True,True,True,True,True,forecast_icc,,40668688384.0
ADT,ok,True,True,True,True,True,forecast_icc,,4981611520.0
ADTN,ok,True,True,True,False,True,forecast_icc,,1130733440.0
ADTX,failed,True,True,False,False,False,,missing_positive_eps,7751.0
ADUR,failed,True,True,False,False,False,,missing_positive_eps,491584064.0
ADUS,ok,True,True,True,True,True,forecast_icc,,1814216192.0
ADV,ok,True,True,True,False,True,forecast_icc,,580604864.0
ADVB,ok,True,True,False,True,True,trailing_eps_fallback_icc,,7864153.0
