ticker,fetch_status,has_price,has_market_cap,has_forward_eps,has_trailing_eps,has_icc,icc_method,unavailable_reason,mktcap
A,ok,True,True,True,True,True,forecast_icc,,35724816384.0
AA,ok,True,True,True,True,True,forecast_icc,,15397974016.0
AACB,ok,True,True,False,True,True,trailing_eps_fallback_icc,,290587488.0
AACG,failed,True,True,False,False,False,,missing_positive_eps,46232832.0
AACI,failed,True,True,False,False,False,,missing_positive_eps,339617696.0
AACO,failed,True,True,False,False,False,,missing_positive_eps,310166912.0
AACP,failed,True,True,False,False,False,,missing_positive_eps,291615584.0
AADX,failed,True,False,False,False,False,,missing_positive_eps,
AAL,ok,True,True,True,True,True,forecast_icc,,10635073536.0
AAME,ok,True,True,False,True,True,trailing_eps_fallback_icc,,37122956.0
AAMI,ok,True,True,True,True,True,forecast_icc,,2632625920.0
AAOI,ok,True,True,True,False,True,forecast_icc,,13739968512.0
AAON,ok,True,True,True,True,True,forecast_icc,,11153098752.0
AAP,ok,True,True,True,True,True,forecast_icc,,3343444480.0
AAPG,failed,True,True,False,False,False,,missing_positive_eps,1598866432.0
AAPL,ok,True,True,True,True,True,forecast_icc,,4362291642368.0
AARD,failed,True,True,False,False,False,,missing_positive_eps,89010848.0
AAT,ok,True,True,True,True,True,forecast_icc,,1880356736.0
AAUC,failed,True,True,False,False,False,,missing_positive_eps,3248994560.0
ABAT,failed,True,True,False,False,False,,missing_positive_eps,399694240.0
ABBV,ok,True,True,True,True,True,forecast_icc,,406380019712.0
ABCB,ok,True,True,True,True,True,forecast_icc,,5878673408.0
ABCL,failed,True,True,False,False,False,,missing_positive_eps,1752854656.0
ABEO,ok,True,True,True,True,True,forecast_icc,,327722080.0
ABEV,ok,True,True,True,True,True,forecast_icc,,48719290368.0
ABG,ok,True,True,True,True,True,forecast_icc,,3653008384.0
ABLV,failed,True,True,False,False,False,,missing_positive_eps,54822812.0
ABM,ok,True,True,True,True,True,forecast_icc,,2569359360.0
ABNB,ok,True,True,True,True,True,forecast_icc,,82609946624.0
ABOS,failed,True,True,False,False,False,,missing_positive_eps,173346208.0
ABR,ok,True,True,True,True,True,forecast_icc,,1055169024.0
ABSI,failed,True,True,False,False,False,,missing_positive_eps,1309602432.0
ABT,ok,True,True,True,True,True,forecast_icc,,152983453696.0
ABTC,ok,True,True,True,False,True,forecast_icc,,1457194752.0
ABTS,failed,True,True,False,False,False,,missing_positive_eps,3701808.0
ABUS,ok,True,True,False,True,True,trailing_eps_fallback_icc,,892870464.0
ABVC,failed,True,True,False,False,False,,missing_positive_eps,34320584.0
ABVE,failed,False,True,False,False,False,,missing_price,5835870.0
ABVX,failed,True,True,False,False,False,,missing_positive_eps,8109437952.0
ABX,ok,True,True,True,True,True,forecast_icc,,917017856.0
ACA,ok,True,True,True,True,True,forecast_icc,,7114062848.0
ACAA,failed,True,True,False,False,False,,missing_positive_eps,355754656.0
ACAD,ok,True,True,True,True,True,forecast_icc,,3782600448.0
ACB,failed,True,True,False,False,False,,missing_positive_eps,177773952.0
ACCL,ok,True,True,False,True,True,trailing_eps_fallback_icc,,24133328.0
ACCO,ok,True,False,True,True,True,forecast_icc,,
ACCS,ok,True,True,True,False,True,forecast_icc,,23642258.0
ACDC,failed,True,True,False,False,False,,missing_positive_eps,1105425792.0
ACEL,ok,True,True,True,True,True,forecast_icc,,1041015168.0
ACET,failed,True,True,False,False,False,,missing_positive_eps,76935976.0
ACFN,ok,True,True,False,True,True,trailing_eps_fallback_icc,,40959852.0
ACGC,failed,True,True,False,False,False,,missing_positive_eps,294652000.0
