ticker,fetch_status,has_price,has_market_cap,has_forward_eps,has_trailing_eps,has_icc,icc_method,unavailable_reason,mktcap
MMM,ok,True,True,True,True,True,forecast_icc,,89062825984
AOS,ok,True,True,True,True,True,forecast_icc,,8098809856
ABT,ok,True,True,True,True,True,forecast_icc,,173606502400
ABBV,ok,True,True,True,True,True,forecast_icc,,452475650048
ACN,ok,True,True,True,True,True,forecast_icc,,86198165504
ADBE,ok,True,True,True,True,True,forecast_icc,,90296098816
AMD,ok,True,True,True,True,True,forecast_icc,,887747837952
AES,ok,True,True,True,True,True,forecast_icc,,10568996864
AFL,ok,True,True,True,True,True,forecast_icc,,62905442304
A,ok,True,True,True,True,True,forecast_icc,,37523906560
APD,ok,True,True,True,True,True,forecast_icc,,66000330752
ABNB,ok,True,True,True,True,True,forecast_icc,,85524062208
AKAM,ok,True,True,True,True,True,forecast_icc,,18160097280
ALB,ok,True,True,True,False,True,forecast_icc,,13989408768
ARE,ok,True,True,True,False,True,forecast_icc,,8819778560
ALGN,ok,True,True,True,True,True,forecast_icc,,12712217600
ALLE,ok,True,True,True,True,True,forecast_icc,,11798993920
LNT,ok,True,True,True,True,True,forecast_icc,,18882633728
ALL,ok,True,True,True,True,True,forecast_icc,,64803147776
GOOGL,ok,True,True,True,True,True,forecast_icc,,4236123045888
GOOG,ok,True,True,True,True,True,forecast_icc,,4224408616960
MO,ok,True,True,True,True,True,forecast_icc,,121885351936
AMZN,ok,True,True,True,True,True,forecast_icc,,2662922452992
AMCR,ok,True,True,True,True,True,forecast_icc,,20084295680
AEE,ok,True,True,True,True,True,forecast_icc,,30426073088
AEP,ok,True,True,True,True,True,forecast_icc,,70994821120
AXP,ok,True,True,True,True,True,forecast_icc,,239353298944
AIG,ok,True,True,True,True,True,forecast_icc,,42543742976
AMT,ok,True,True,True,True,True,forecast_icc,,76122267648
AWK,ok,True,True,True,True,True,forecast_icc,,25685248000
AMP,ok,True,True,True,True,True,forecast_icc,,47498924032
AME,ok,True,True,True,True,True,forecast_icc,,54495305728
AMGN,ok,True,True,True,True,True,forecast_icc,,197662752768
APH,ok,True,True,True,True,True,forecast_icc,,194143305728
ADI,ok,True,True,True,True,True,forecast_icc,,186461782016
AON,ok,True,True,True,True,True,forecast_icc,,76759556096
APA,ok,True,True,True,True,True,forecast_icc,,12643631104
APO,ok,True,True,True,True,True,forecast_icc,,68259672064
AAPL,ok,True,True,True,True,True,forecast_icc,,4813633880064
AMAT,ok,True,True,True,True,True,forecast_icc,,448229769216
APP,ok,True,True,True,True,True,forecast_icc,,144013918208
APTV,ok,True,True,True,True,True,forecast_icc,,12254944256
ACGL,ok,True,True,True,True,True,forecast_icc,,35131125760
ADM,ok,True,True,True,True,True,forecast_icc,,41544650752
ARES,ok,True,True,True,True,True,forecast_icc,,39838875648
ANET,ok,True,True,True,True,True,forecast_icc,,219825799168
AJG,ok,True,True,True,True,True,forecast_icc,,63778144256
AIZ,ok,True,True,True,True,True,forecast_icc,,13667219456
T,ok,True,True,True,True,True,forecast_icc,,154670022656
ATO,ok,True,True,True,True,True,forecast_icc,,29219315712
ADSK,ok,True,True,True,True,True,forecast_icc,,44583317504
ADP,ok,True,True,True,True,True,forecast_icc,,98422571008
AZO,ok,True,True,True,True,True,forecast_icc,,49188786176
AVB,ok,True,True,True,True,True,forecast_icc,,27084439552
AVY,ok,True,True,True,True,True,forecast_icc,,11913377792
AXON,ok,True,True,True,True,True,forecast_icc,,41201364992
BKR,ok,True,True,True,True,True,forecast_icc,,55932833792
BALL,ok,True,True,True,True,True,forecast_icc,,16653719552
BAC,ok,True,True,True,True,True,forecast_icc,,434453315584
BAX,ok,True,True,True,False,True,forecast_icc,,11470776320
BDX,ok,True,True,True,True,True,forecast_icc,,42389135360
BRK-B,ok,True,True,True,True,True,forecast_icc,,1056103399424
