ticker,fetch_status,has_price,has_market_cap,has_forward_eps,has_trailing_eps,has_icc,icc_method,unavailable_reason,mktcap
A,ok,True,True,True,True,True,forecast_icc,,39692984320.0
AA,ok,True,True,True,True,True,forecast_icc,,11706248192.0
AAC-U,failed,False,False,False,False,False,,missing_price,
AACB,ok,True,True,False,True,True,trailing_eps_fallback_icc,,291971264.0
AACG,failed,True,True,False,False,False,,missing_positive_eps,41912004.0
AACI,failed,True,True,False,False,False,,missing_positive_eps,339958016.0
AACO,failed,True,True,False,False,False,,missing_positive_eps,311734976.0
AACP,failed,True,True,False,False,False,,missing_positive_eps,292784416.0
AADX,ok,True,False,True,False,True,forecast_icc,,
AAL,ok,True,True,True,False,True,forecast_icc,,10167858176.0
AAME,ok,True,True,False,True,True,trailing_eps_fallback_icc,,32635566.0
AAMI,ok,True,True,True,True,True,forecast_icc,,2939391488.0
AAOI,ok,True,True,True,False,True,forecast_icc,,7072597504.0
AAON,ok,True,True,True,True,True,forecast_icc,,7678403584.0
AAP,ok,True,True,True,True,True,forecast_icc,,3541324544.0
AAPG,failed,True,True,False,False,False,,missing_positive_eps,1706670976.0
AAPL,ok,True,True,True,True,True,forecast_icc,,4994876047360.0
AARD,failed,True,True,False,False,False,,missing_positive_eps,140496304.0
AAT,ok,True,True,True,True,True,forecast_icc,,1870272384.0
AAUC,failed,True,True,False,False,False,,missing_positive_eps,2637258240.0
ABAT,failed,True,True,False,False,False,,missing_positive_eps,297383424.0
ABBV,ok,True,True,True,True,True,forecast_icc,,465019895808.0
ABCB,ok,True,True,True,True,True,forecast_icc,,5899340288.0
ABCL,failed,True,True,False,False,False,,missing_positive_eps,1615435776.0
ABEO,ok,True,True,True,True,True,forecast_icc,,343110752.0
ABEV,ok,True,True,True,True,True,forecast_icc,,48367251456.0
ABG,ok,True,True,True,True,True,forecast_icc,,4486944768.0
ABLV,failed,True,True,False,False,False,,missing_positive_eps,42969232.0
ABM,ok,True,True,True,True,True,forecast_icc,,2883353088.0
ABNB,ok,True,True,True,True,True,forecast_icc,,90871537664.0
ABOS,failed,True,True,False,False,False,,missing_positive_eps,164678896.0
ABR,ok,True,True,True,True,True,forecast_icc,,1061424960.0
ABSI,failed,True,True,False,False,False,,missing_positive_eps,1207824384.0
ABT,ok,True,True,True,True,True,forecast_icc,,186844282880.0
ABTC,ok,True,True,True,False,True,forecast_icc,,668560000.0
ABTS,failed,True,True,False,False,False,,missing_positive_eps,3405664.0
ABUS,ok,True,True,False,True,True,trailing_eps_fallback_icc,,871141248.0
ABVC,failed,True,True,False,False,False,,missing_positive_eps,27560468.0
ABVX,failed,True,True,False,False,False,,missing_positive_eps,10827970560.0
ABX,ok,True,True,True,True,True,forecast_icc,,1015817920.0
ACA,ok,True,True,True,True,True,forecast_icc,,7134237184.0
ACAA,failed,True,True,False,False,False,,missing_positive_eps,356825120.0
ACAD,ok,True,True,True,True,True,forecast_icc,,4453844992.0
ACB,failed,True,True,False,False,False,,missing_positive_eps,168482640.0
ACCL,ok,True,True,False,True,True,trailing_eps_fallback_icc,,29992286.0
ACCO,ok,True,True,True,True,True,forecast_icc,,401321376.0
ACCS,ok,True,True,True,False,True,forecast_icc,,29077258.0
ACDC,failed,True,True,False,False,False,,missing_positive_eps,671216000.0
ACEL,ok,True,True,True,True,True,forecast_icc,,1005202304.0
ACET,failed,True,True,False,False,False,,missing_positive_eps,76655536.0
ACFN,ok,True,True,False,True,True,trailing_eps_fallback_icc,,48158556.0
ACGC,failed,True,True,False,False,False,,missing_positive_eps,294948160.0
ACGL,ok,True,True,True,True,True,forecast_icc,,37203005440.0
ACH,ok,True,True,True,False,True,forecast_icc,,248897040.0
ACHC,ok,True,True,True,False,True,forecast_icc,,3006401792.0
ACHR,failed,True,True,False,False,False,,missing_positive_eps,3677008896.0
ACHR-W,failed,False,False,False,False,False,,missing_price,
ACHV,failed,True,True,False,False,False,,missing_positive_eps,634432960.0
ACI,ok,True,True,True,True,True,forecast_icc,,5671634432.0
ACIC,ok,True,True,True,True,True,forecast_icc,,526319552.0
ACIU,ok,True,True,True,False,True,forecast_icc,,236114688.0
ACIW,ok,True,True,True,True,True,forecast_icc,,6096644608.0
ACLS,ok,True,True,True,True,True,forecast_icc,,3688989440.0
ACM,ok,True,True,True,True,True,forecast_icc,,9567246336.0
ACMR,ok,True,True,True,True,True,forecast_icc,,4977265152.0
ACN,ok,True,True,True,True,True,forecast_icc,,100762386432.0
ACNB,ok,True,True,True,True,True,forecast_icc,,659289536.0
ACNT,ok,True,True,True,False,True,forecast_icc,,140001952.0
ACOG,failed,True,True,False,False,False,,missing_positive_eps,183120208.0
ACON,failed,True,True,False,False,False,,missing_positive_eps,5244593.0
ACP,ok,True,True,False,True,True,trailing_eps_fallback_icc,,631117568.0
ACR,ok,True,True,True,True,True,forecast_icc,,131943688.0
ACRE,ok,True,True,True,False,True,forecast_icc,,256322736.0
ACRS,failed,True,True,False,False,False,,missing_positive_eps,744407424.0
ACRV,failed,True,True,False,False,False,,missing_positive_eps,65914660.0
ACT,ok,True,True,True,True,True,forecast_icc,,6696648192.0
ACTG,failed,True,True,False,False,False,,missing_positive_eps,447207712.0
ACTU,failed,True,True,False,False,False,,missing_positive_eps,25361402.0
ACU,ok,True,True,True,True,True,forecast_icc,,226906880.0
ACV,ok,True,True,False,True,True,trailing_eps_fallback_icc,,274559104.0
ACVA,ok,True,True,True,False,True,forecast_icc,,1429850240.0
ACXP,failed,True,True,False,False,False,,missing_positive_eps,6059810.0
AD,ok,True,True,True,True,True,forecast_icc,,3025503232.0
ADAC,failed,True,True,False,False,False,,missing_positive_eps,289512480.0
ADAG,failed,True,True,False,False,False,,missing_positive_eps,246450768.0
ADAM,ok,True,True,True,True,True,forecast_icc,,782690240.0
ADBE,ok,True,True,True,True,True,forecast_icc,,99049046016.0
ADC,ok,True,True,True,True,True,forecast_icc,,9770943488.0
ADCT,failed,True,True,False,False,False,,missing_positive_eps,141182192.0
ADEA,ok,True,True,True,True,True,forecast_icc,,2773887744.0
ADGM,failed,True,True,False,False,False,,missing_positive_eps,9941402.0
ADI,ok,True,True,True,True,True,forecast_icc,,178191040512.0
ADIL,failed,True,True,False,False,False,,missing_positive_eps,6455983.0
ADM,ok,True,True,True,True,True,forecast_icc,,40089141248.0
ADMA,ok,True,True,True,True,True,forecast_icc,,2037282176.0
ADNT,ok,True,True,True,True,True,forecast_icc,,1695297408.0
ADP,ok,True,True,True,True,True,forecast_icc,,105597804544.0
ADPT,failed,True,True,False,False,False,,missing_positive_eps,3604199680.0
ADSE,ok,True,True,True,False,True,forecast_icc,,900054080.0
ADSEW,failed,True,False,False,False,False,,missing_positive_eps,
ADSK,ok,True,True,True,True,True,forecast_icc,,50121658368.0
ADT,ok,True,True,True,True,True,forecast_icc,,5382035456.0
ADTN,ok,True,True,True,False,True,forecast_icc,,729792832.0
ADUR,failed,True,True,False,False,False,,missing_positive_eps,460410080.0
ADUS,ok,True,True,True,True,True,forecast_icc,,2225214720.0
ADV,ok,True,True,True,False,True,forecast_icc,,542447424.0
ADVB,ok,True,True,False,True,True,trailing_eps_fallback_icc,,17975208.0
ADXN,failed,True,True,False,False,False,,missing_positive_eps,7449492.0
AEAQ,failed,True,True,False,False,False,,missing_positive_eps,313429792.0
AEBI,ok,True,True,True,True,True,forecast_icc,,1065709248.0
AEC,failed,True,True,False,False,False,,missing_positive_eps,75857496.0
AEE,ok,True,True,True,True,True,forecast_icc,,31137325056.0
AEF,ok,True,True,False,True,True,trailing_eps_fallback_icc,,341864000.0
AEG,ok,True,True,True,True,True,forecast_icc,,13573694464.0
AEHL,failed,True,True,False,False,False,,missing_positive_eps,10528417.0
AEHR,ok,True,True,True,False,True,forecast_icc,,2273600000.0
AEI,failed,True,True,False,False,False,,missing_positive_eps,40451664.0
AEIS,ok,True,True,True,True,True,forecast_icc,,10939714560.0
AEM,ok,True,True,True,True,True,forecast_icc,,71860207616.0
AEMD,failed,True,True,False,False,False,,missing_positive_eps,1484537.0
AENT,ok,True,True,True,True,True,forecast_icc,,305234624.0
AEO,ok,True,True,True,True,True,forecast_icc,,3039780096.0
AEON,failed,True,True,False,False,False,,missing_positive_eps,11203089.0
AEP,ok,True,True,True,True,True,forecast_icc,,72376852480.0
AER,ok,True,True,True,True,True,forecast_icc,,24297697280.0
AERO,ok,True,True,True,True,True,forecast_icc,,2270257152.0
AERT,ok,True,True,False,True,True,trailing_eps_fallback_icc,,36444864.0
AES,ok,True,True,True,True,True,forecast_icc,,10576129024.0
AESI,ok,True,True,True,False,True,forecast_icc,,1371463296.0
AESP,failed,True,True,False,False,False,,missing_positive_eps,206110320.0
AEVA,failed,True,True,False,False,False,,missing_positive_eps,992767424.0
AEXA,failed,True,True,False,False,False,,missing_positive_eps,558411456.0
AEYE,ok,True,True,True,False,True,forecast_icc,,75835032.0
AFBI,ok,True,True,False,True,True,trailing_eps_fallback_icc,,140121408.0
AFCG,ok,True,True,True,False,True,forecast_icc,,60672112.0
AFG,ok,True,True,True,True,True,forecast_icc,,12036679680.0
