ticker,fetch_status,has_price,has_market_cap,has_forward_eps,has_trailing_eps,has_icc,icc_method,unavailable_reason,mktcap
MMM,ok,True,True,True,True,True,forecast_icc,,86533226496
AOS,ok,True,True,True,True,True,forecast_icc,,8294526464
ABT,ok,True,True,True,True,True,forecast_icc,,157616668672
ABBV,ok,True,True,True,True,True,forecast_icc,,415001968640
ACN,ok,True,True,True,True,True,forecast_icc,,79032311808
ADBE,ok,True,True,True,True,True,forecast_icc,,78136573952
AMD,ok,True,True,True,True,True,forecast_icc,,847488352256
AES,ok,True,True,True,True,True,forecast_icc,,10469154816
AFL,ok,True,True,True,True,True,forecast_icc,,59932971008
A,ok,True,True,True,True,True,forecast_icc,,37176516608
APD,ok,True,True,True,True,True,forecast_icc,,62067789824
ABNB,ok,True,True,True,True,True,forecast_icc,,85702107136
AKAM,ok,True,True,True,True,True,forecast_icc,,17370654720
ALB,ok,True,True,True,False,True,forecast_icc,,17435457536
ARE,ok,True,True,True,False,True,forecast_icc,,8929567744
ALGN,ok,True,True,True,True,True,forecast_icc,,12239537152
ALLE,ok,True,True,True,True,True,forecast_icc,,11515405312
LNT,ok,True,True,True,True,True,forecast_icc,,19523160064
ALL,ok,True,True,True,True,True,forecast_icc,,60118081536
GOOGL,ok,True,True,True,True,True,forecast_icc,,4213426356224
GOOG,ok,True,True,True,True,True,forecast_icc,,4210375786496
MO,ok,True,True,True,True,True,forecast_icc,,120349057024
AMZN,ok,True,True,True,True,True,forecast_icc,,2520068128768
AMCR,ok,True,True,True,True,True,forecast_icc,,19284439040
AEE,ok,True,True,True,True,True,forecast_icc,,31361492992
AEP,ok,True,True,True,True,True,forecast_icc,,73432416256
AXP,ok,True,True,True,True,True,forecast_icc,,233737748480
AIG,ok,True,True,True,True,True,forecast_icc,,40369901568
AMT,ok,True,True,True,True,True,forecast_icc,,81279705088
AWK,ok,True,True,True,True,True,forecast_icc,,25316167680
AMP,ok,True,True,True,True,True,forecast_icc,,41438064640
AME,ok,True,True,True,True,True,forecast_icc,,53949804544
AMGN,ok,True,True,True,True,True,forecast_icc,,189669687296
APH,ok,True,True,True,True,True,forecast_icc,,200257568768
ADI,ok,True,True,True,True,True,forecast_icc,,201244884992
AON,ok,True,True,True,True,True,forecast_icc,,69515026432
APA,ok,True,True,True,True,True,forecast_icc,,11779395584
APO,ok,True,True,True,True,True,forecast_icc,,70681042944
AAPL,ok,True,True,True,True,True,forecast_icc,,4304570155008
AMAT,ok,True,True,True,True,True,forecast_icc,,467618267136
APP,ok,True,True,True,True,True,forecast_icc,,156198436864
APTV,ok,True,True,True,True,True,forecast_icc,,12786111488
ACGL,ok,True,True,True,True,True,forecast_icc,,33164060672
