ticker,fetch_status,has_price,has_market_cap,has_forward_eps,has_trailing_eps,has_icc,icc_method,unavailable_reason,mktcap
A,ok,True,True,True,True,True,forecast_icc,,41226588160.0
AA,ok,True,True,True,True,True,forecast_icc,,13240336384.0
AAC-U,failed,False,False,False,False,False,,missing_price,
AACB,ok,True,True,False,True,True,trailing_eps_fallback_icc,,292248000.0
AACG,failed,True,True,False,False,False,,missing_positive_eps,37167736.0
AACI,failed,True,True,False,False,False,,missing_positive_eps,339958016.0
AACO,failed,True,True,False,False,False,,missing_positive_eps,311734976.0
AACP,failed,True,True,False,False,False,,missing_positive_eps,292200000.0
AADX,ok,True,False,True,False,True,forecast_icc,,
AAL,ok,True,True,True,False,True,forecast_icc,,10551799808.0
AAME,ok,True,True,False,True,True,trailing_eps_fallback_icc,,31207758.0
AAMI,ok,True,True,True,True,True,forecast_icc,,3201264640.0
AAOI,ok,True,True,True,False,True,forecast_icc,,10883326976.0
AAON,ok,True,True,True,True,True,forecast_icc,,7767687680.0
AAP,ok,True,True,True,True,True,forecast_icc,,3487028224.0
AAPG,failed,True,True,False,False,False,,missing_positive_eps,1772007040.0
AAPL,ok,True,True,True,True,True,forecast_icc,,4572794322944.0
AARD,failed,True,True,False,False,False,,missing_positive_eps,172884848.0
AAT,ok,True,True,True,True,True,forecast_icc,,1770979584.0
AAUC,failed,True,True,False,False,False,,missing_positive_eps,2756213248.0
ABAT,failed,True,True,False,False,False,,missing_positive_eps,356041600.0
ABBV,ok,True,True,True,True,True,forecast_icc,,434781519872.0
ABCB,ok,True,True,True,True,True,forecast_icc,,5887261184.0
ABCL,failed,True,True,False,False,False,,missing_positive_eps,2116251392.0
ABEO,ok,True,True,True,True,True,forecast_icc,,412644832.0
ABEV,ok,True,True,True,True,True,forecast_icc,,46358384640.0
ABG,ok,True,True,True,True,True,forecast_icc,,3847454720.0
ABLV,failed,True,True,False,False,False,,missing_positive_eps,40549124.0
ABM,ok,True,True,True,True,True,forecast_icc,,2843518208.0
ABNB,ok,True,True,True,True,True,forecast_icc,,105685417984.0
ABOS,failed,True,True,False,False,False,,missing_positive_eps,176235312.0
ABR,ok,True,True,True,True,True,forecast_icc,,1084596096.0
ABSI,failed,True,True,False,False,False,,missing_positive_eps,1512745088.0
ABT,ok,True,True,True,True,True,forecast_icc,,187784871936.0
ABTC,ok,True,True,True,False,True,forecast_icc,,788173504.0
ABTS,failed,True,True,False,False,False,,missing_positive_eps,4086796.0
ABUS,ok,True,True,True,True,True,forecast_icc,,914599616.0
ABVC,failed,True,True,False,False,False,,missing_positive_eps,26520450.0
ABVX,failed,True,True,False,False,False,,missing_positive_eps,11411946496.0
ABX,ok,True,True,True,True,True,forecast_icc,,913180992.0
ACA,ok,True,True,True,True,True,forecast_icc,,7112629760.0
ACAA,failed,True,True,False,False,False,,missing_positive_eps,356468288.0
ACAD,ok,True,True,True,True,True,forecast_icc,,5001799680.0
ACB,failed,True,True,False,False,False,,missing_positive_eps,185207008.0
ACCL,ok,True,True,False,True,True,trailing_eps_fallback_icc,,40315212.0
ACCO,ok,True,True,True,True,True,forecast_icc,,407076352.0
ACCS,ok,True,True,True,False,True,forecast_icc,,26262704.0
ACDC,failed,True,True,False,False,False,,missing_positive_eps,781577664.0
ACEL,ok,True,True,True,True,True,forecast_icc,,989737600.0
ACET,failed,True,True,False,False,False,,missing_positive_eps,74704688.0
ACFN,ok,True,True,False,True,True,trailing_eps_fallback_icc,,47656904.0
ACGC,failed,True,True,False,False,False,,missing_positive_eps,295540416.0
ACGL,ok,True,True,True,True,True,forecast_icc,,33581680640.0
ACH,ok,True,True,True,False,True,forecast_icc,,214434368.0
ACHC,ok,True,True,True,False,True,forecast_icc,,2935451648.0
ACHR,failed,True,True,False,False,False,,missing_positive_eps,4264414976.0
ACHR-W,failed,False,False,False,False,False,,missing_price,
ACHV,failed,True,True,False,False,False,,missing_positive_eps,682682752.0
ACI,ok,True,True,True,True,True,forecast_icc,,5882238976.0
ACIC,ok,True,True,True,True,True,forecast_icc,,493517856.0
ACIU,ok,True,True,True,False,True,forecast_icc,,240185632.0
ACIW,ok,True,True,True,True,True,forecast_icc,,5456176128.0
ACLS,ok,True,True,True,True,True,forecast_icc,,4311043584.0
ACM,ok,True,True,True,True,True,forecast_icc,,9747177472.0
ACMR,ok,True,True,True,True,True,forecast_icc,,5791375360.0
ACN,ok,True,True,True,True,True,forecast_icc,,107530461184.0
ACNB,ok,True,True,True,True,True,forecast_icc,,657451392.0
ACNT,ok,True,True,True,False,True,forecast_icc,,141086528.0
ACOG,failed,True,True,False,False,False,,missing_positive_eps,198797568.0
ACON,failed,True,True,False,False,False,,missing_positive_eps,5638552.0
ACP,ok,True,True,False,True,True,trailing_eps_fallback_icc,,637391040.0
ACR,ok,True,True,True,False,True,forecast_icc,,107893560.0
ACRE,ok,True,True,True,False,True,forecast_icc,,270193024.0
ACRS,failed,True,True,False,False,False,,missing_positive_eps,825412352.0
ACRV,failed,True,True,False,False,False,,missing_positive_eps,74046992.0
ACT,ok,True,True,True,True,True,forecast_icc,,6834852864.0
ACTG,failed,True,True,False,False,False,,missing_positive_eps,470368416.0
ACTU,failed,True,True,False,False,False,,missing_positive_eps,26438066.0
ACU,ok,True,True,True,True,True,forecast_icc,,213342000.0
ACV,ok,True,True,False,True,True,trailing_eps_fallback_icc,,282356128.0
ACVA,ok,True,True,True,False,True,forecast_icc,,1302403328.0
ACXP,failed,True,True,False,False,False,,missing_positive_eps,6618516.0
AD,ok,True,True,True,True,True,forecast_icc,,3046249728.0
ADAC,failed,True,True,False,False,False,,missing_positive_eps,290375008.0
ADAG,failed,True,True,False,False,False,,missing_positive_eps,271558368.0
ADAM,ok,True,True,True,True,True,forecast_icc,,882619456.0
ADBE,ok,True,True,True,True,True,forecast_icc,,105420972032.0
ADC,ok,True,True,True,True,True,forecast_icc,,9433241600.0
ADCT,failed,True,True,False,False,False,,missing_positive_eps,143726016.0
ADEA,ok,True,True,True,True,True,forecast_icc,,3113208576.0
ADGM,failed,True,True,False,False,False,,missing_positive_eps,15180849.0
ADI,ok,True,True,True,True,True,forecast_icc,,189929848832.0
ADIG,failed,True,True,False,False,False,,missing_positive_eps,2047554560.0
ADIL,failed,True,True,False,False,False,,missing_positive_eps,8710107.0
ADM,ok,True,True,True,True,True,forecast_icc,,36913045504.0
ADMA,ok,True,True,True,True,True,forecast_icc,,2217448192.0
ADNT,ok,True,True,True,True,True,forecast_icc,,1497222400.0
ADP,ok,True,True,True,True,True,forecast_icc,,107785330688.0
ADPT,failed,True,True,False,False,False,,missing_positive_eps,3965356288.0
ADSE,ok,True,True,True,False,True,forecast_icc,,888784704.0
ADSEW,failed,True,False,False,False,False,,missing_positive_eps,
ADSK,ok,True,True,True,True,True,forecast_icc,,52592058368.0
ADT,ok,True,True,True,True,True,forecast_icc,,5581472256.0
ADTN,ok,True,True,True,False,True,forecast_icc,,615999424.0
ADUR,failed,True,True,False,False,False,,missing_positive_eps,570639168.0
ADUS,ok,True,True,True,True,True,forecast_icc,,2233800448.0
ADV,ok,True,True,True,False,True,forecast_icc,,361202208.0
ADVB,ok,True,True,False,True,True,trailing_eps_fallback_icc,,10524087.0
ADXN,failed,True,True,False,False,False,,missing_positive_eps,7341895.0
AEAQ,failed,True,True,False,False,False,,missing_positive_eps,314369152.0
AEBI,ok,True,True,True,True,True,forecast_icc,,1016105280.0
AEC,failed,True,True,False,False,False,,missing_positive_eps,75310456.0
AEE,ok,True,True,True,True,True,forecast_icc,,30131619840.0
AEF,ok,True,True,False,True,True,trailing_eps_fallback_icc,,367442880.0
AEG,ok,True,True,True,True,True,forecast_icc,,14091209728.0
AEHL,failed,True,True,False,False,False,,missing_positive_eps,5514712.0
AEHR,ok,True,True,True,False,True,forecast_icc,,3362189824.0
AEI,failed,True,True,False,False,False,,missing_positive_eps,45897080.0
AEIS,ok,True,True,True,True,True,forecast_icc,,13017193472.0
AEM,ok,True,True,True,True,True,forecast_icc,,90548166656.0
AEMD,failed,True,True,False,False,False,,missing_positive_eps,1659142.0
AENT,ok,True,True,True,True,True,forecast_icc,,288418688.0
AEO,ok,True,True,True,True,True,forecast_icc,,3011292672.0
AEON,failed,True,True,False,False,False,,missing_positive_eps,13537696.0
AEP,ok,True,True,True,True,True,forecast_icc,,68447084544.0
AER,ok,True,True,True,True,True,forecast_icc,,23847966720.0
AERO,ok,True,True,True,True,True,forecast_icc,,2319864064.0
AERT,ok,True,True,False,True,True,trailing_eps_fallback_icc,,39670648.0
AES,ok,True,True,True,True,True,forecast_icc,,10504812544.0
AESI,ok,True,True,True,False,True,forecast_icc,,1408788864.0
AESP,failed,True,True,False,False,False,,missing_positive_eps,206318304.0
AEVA,failed,True,True,False,False,False,,missing_positive_eps,1797787136.0
AEXA,failed,True,True,False,False,False,,missing_positive_eps,573249664.0
AEYE,ok,True,True,True,False,True,forecast_icc,,74960488.0
AFBI,ok,True,True,False,True,True,trailing_eps_fallback_icc,,140182352.0
AFCG,ok,True,True,True,False,True,forecast_icc,,63409196.0
AFG,ok,True,True,True,True,True,forecast_icc,,12071885824.0
AFJK,ok,True,True,False,True,True,trailing_eps_fallback_icc,,38629248.0
AFL,ok,True,True,True,True,True,forecast_icc,,63424606208.0
AFRI,failed,True,True,False,False,False,,missing_positive_eps,301455456.0
AFRM,ok,True,True,True,True,True,forecast_icc,,25201117184.0
AFYA,ok,True,True,True,True,True,forecast_icc,,1271191424.0
AG,ok,True,True,True,True,True,forecast_icc,,9069476864.0
AGBK,ok,True,True,True,True,True,forecast_icc,,991566336.0
AGCC,ok,True,True,False,True,True,trailing_eps_fallback_icc,,346810528.0
AGCO,ok,True,True,True,True,True,forecast_icc,,7201362944.0
AGD,ok,True,True,False,True,True,trailing_eps_fallback_icc,,319171104.0
AGEN,ok,True,True,True,True,True,forecast_icc,,289831328.0
AGI,ok,True,True,True,True,True,forecast_icc,,13876739072.0
AGIG,failed,True,True,False,False,False,,missing_positive_eps,36538940.0
AGIO,failed,True,True,False,False,False,,missing_positive_eps,1926579712.0
AGL,failed,True,True,False,False,False,,missing_positive_eps,1603728512.0
AGM,ok,True,True,True,True,True,forecast_icc,,2556365056.0
AGM-A,ok,True,True,False,True,True,trailing_eps_fallback_icc,,1801958400.0
AGMB,failed,True,True,False,False,False,,missing_positive_eps,714095680.0
AGMH,ok,True,True,False,True,True,trailing_eps_fallback_icc,,2482845.0
AGNC,ok,True,True,True,True,True,forecast_icc,,12850619392.0
AGNT,ok,True,True,True,False,True,forecast_icc,,721382016.0
AGO,ok,True,True,True,True,True,forecast_icc,,3340226304.0
AGPU,failed,True,True,False,False,False,,missing_positive_eps,95633488.0
AGRO,ok,True,True,True,True,True,forecast_icc,,1363714944.0
AGRZ,ok,True,True,False,True,True,trailing_eps_fallback_icc,,6933347.0
AGX,ok,True,True,True,True,True,forecast_icc,,8374116864.0
AGYS,ok,True,True,True,True,True,forecast_icc,,3062584576.0
AHCO,failed,True,True,False,False,False,,missing_positive_eps,774148096.0
AHG,failed,True,True,False,False,False,,missing_positive_eps,1156636416.0
AHMA,ok,True,True,False,True,True,trailing_eps_fallback_icc,,51721500.0
AHR,ok,True,True,True,True,True,forecast_icc,,10935063552.0
AHRT,failed,True,True,False,False,False,,missing_positive_eps,674092224.0
AHT,failed,True,True,False,False,False,,missing_positive_eps,21715202.0
AI,failed,True,True,False,False,False,,missing_positive_eps,1588691712.0
AIAI,failed,True,True,False,False,False,,missing_positive_eps,281255968.0
AIB,failed,True,True,False,False,False,,missing_positive_eps,143601184.0
AIBZ,failed,True,True,False,False,False,,missing_positive_eps,360948000.0
AIDX,failed,True,True,False,False,False,,missing_positive_eps,5575520.0
AIFA,failed,True,True,False,False,False,,missing_positive_eps,12818817.0
AIFC,failed,True,True,False,False,False,,missing_positive_eps,61276360.0
AIFF,failed,True,True,False,False,False,,missing_positive_eps,18726986.0
AIFU,ok,True,True,True,False,True,forecast_icc,,221325104.0
AIG,ok,True,True,True,True,True,forecast_icc,,41769644032.0
AIHS,failed,True,True,False,False,False,,missing_positive_eps,22564108.0
AII,ok,True,True,True,True,True,forecast_icc,,411407136.0
AIIA,failed,True,True,False,False,False,,missing_positive_eps,197722496.0
AIIA-R,failed,False,False,False,False,False,,missing_price,
AIIA-U,failed,False,False,False,False,False,,missing_price,
AIIO,failed,True,True,False,False,False,,missing_positive_eps,497497216.0
AIIR,ok,True,True,True,True,True,forecast_icc,,994396928.0
AIM,failed,True,True,False,False,False,,missing_positive_eps,7912499.0
AIMD,failed,True,True,False,False,False,,missing_positive_eps,11002269.0
AIN,ok,True,True,True,False,True,forecast_icc,,1778139776.0
AIO,ok,True,True,False,True,True,trailing_eps_fallback_icc,,903336000.0
AIOS,failed,True,True,False,False,False,,missing_positive_eps,39042000.0
AIOT,ok,True,True,True,False,True,forecast_icc,,591936256.0
AIP,ok,True,True,True,False,True,forecast_icc,,1375001728.0
AIR,ok,True,True,True,True,True,forecast_icc,,5759429632.0
AIRE,failed,True,True,False,False,False,,missing_positive_eps,7832536.0
AIRG,ok,True,True,True,False,True,forecast_icc,,72444296.0
AIRI,ok,True,True,True,False,True,forecast_icc,,12757231.0
AIRJ,failed,True,True,False,False,False,,missing_positive_eps,428611520.0
AIRO,failed,True,True,False,False,False,,missing_positive_eps,267916896.0
AIRS,ok,True,True,True,False,True,forecast_icc,,353433888.0
AIRT,ok,True,True,False,True,True,trailing_eps_fallback_icc,,86133248.0
AISP,ok,True,True,True,True,True,forecast_icc,,71289888.0
AIT,ok,True,True,True,True,True,forecast_icc,,13301738496.0
AIV,ok,True,True,False,True,True,trailing_eps_fallback_icc,,395706496.0
AIXC,failed,True,True,False,False,False,,missing_positive_eps,16633164.0
AIXI,failed,True,True,False,False,False,,missing_positive_eps,1031058.0
AIZ,ok,True,True,True,True,True,forecast_icc,,14346517504.0
AJG,ok,True,True,True,True,True,forecast_icc,,63603326976.0
AKA,failed,True,True,False,False,False,,missing_positive_eps,118934792.0
AKAM,ok,True,True,True,True,True,forecast_icc,,16070908928.0
AKAN,failed,True,True,False,False,False,,missing_positive_eps,2774514.0
AKBA,failed,True,True,False,False,False,,missing_positive_eps,252138976.0
AKO-A,ok,True,True,False,True,True,trailing_eps_fallback_icc,,3784704512.0
AKO-B,ok,True,True,True,True,True,forecast_icc,,4954287104.0
AKR,ok,True,True,True,True,True,forecast_icc,,3010627328.0
AKTS,failed,True,True,False,False,False,,missing_positive_eps,1333844736.0
AKTX,failed,True,True,False,False,False,,missing_positive_eps,12252870.0
ALAB,ok,True,True,True,True,True,forecast_icc,,57973518336.0
ALAR,ok,True,True,True,True,True,forecast_icc,,14330211.0
ALB,ok,True,True,True,True,True,forecast_icc,,15471642624.0
ALC,ok,True,True,True,True,True,forecast_icc,,35021733888.0
ALCO,failed,True,True,False,False,False,,missing_positive_eps,283303712.0
ALDF,ok,True,True,False,True,True,trailing_eps_fallback_icc,,320485920.0
ALDX,failed,True,True,False,False,False,,missing_positive_eps,93497656.0
ALEC,failed,True,True,False,False,False,,missing_positive_eps,197624832.0
ALF,ok,True,True,False,True,True,trailing_eps_fallback_icc,,388484384.0
ALG,ok,True,True,True,True,True,forecast_icc,,2053728640.0
ALGM,ok,True,True,True,True,True,forecast_icc,,8158817792.0
ALGN,ok,True,True,True,True,True,forecast_icc,,12336781312.0
ALGS,failed,True,True,False,False,False,,missing_positive_eps,34592168.0
ALGT,ok,True,True,True,False,True,forecast_icc,,2569757696.0
ALH,ok,True,True,True,True,True,forecast_icc,,5515362304.0
ALHC,ok,True,True,True,True,True,forecast_icc,,2980843008.0
ALIS,ok,True,True,False,True,True,trailing_eps_fallback_icc,,85834088.0
ALIT,ok,True,True,True,False,True,forecast_icc,,717224896.0
ALK,ok,True,True,True,False,True,forecast_icc,,5573885440.0
ALKS,ok,True,True,True,True,True,forecast_icc,,8248919552.0
ALKT,ok,True,True,True,False,True,forecast_icc,,2109965312.0
ALL,ok,True,True,True,True,True,forecast_icc,,67513073664.0
