ticker,fetch_status,has_price,has_market_cap,has_forward_eps,has_trailing_eps,has_icc,icc_method,unavailable_reason,mktcap
MMM,ok,True,True,True,True,True,forecast_icc,,79867600896.0
AOS,ok,True,True,True,True,True,forecast_icc,,7817639936.0
ABT,ok,True,True,True,True,True,forecast_icc,,149099200512.0
ABBV,ok,True,True,True,True,True,forecast_icc,,384666140672.0
ACN,ok,True,True,True,True,True,forecast_icc,,115129458688.0
ADBE,ok,True,True,True,True,True,forecast_icc,,104772681728.0
AMD,ok,True,True,True,True,True,forecast_icc,,841552887808.0
AES,ok,True,True,True,True,True,forecast_icc,,10462023680.0
AFL,ok,True,True,True,True,True,forecast_icc,,57220079616.0
A,ok,True,True,True,True,True,forecast_icc,,38249025536.0
APD,ok,True,True,True,True,True,forecast_icc,,62043291648.0
ABNB,ok,True,True,True,True,True,forecast_icc,,79120138240.0
AKAM,ok,True,True,True,True,True,forecast_icc,,21740939264.0
ALB,ok,True,True,True,False,True,forecast_icc,,20806031360.0
ARE,ok,True,True,True,False,True,forecast_icc,,8657707008.0
ALGN,ok,True,True,True,True,True,forecast_icc,,12529591296.0
ALLE,ok,True,True,True,True,True,forecast_icc,,11177678848.0
LNT,ok,True,True,True,True,True,forecast_icc,,18495219712.0
ALL,ok,True,True,True,True,True,forecast_icc,,53051879424.0
GOOGL,ok,True,True,True,True,True,forecast_icc,,4607987679232.0
GOOG,ok,True,True,True,True,True,forecast_icc,,4560616161280.0
MO,ok,True,True,True,True,True,forecast_icc,,116191035392.0
AMZN,ok,True,True,True,True,True,forecast_icc,,2911304417280.0
AMCR,ok,True,True,True,True,True,forecast_icc,,17948260352.0
AEE,ok,True,True,True,True,True,forecast_icc,,29880872960.0
AEP,ok,True,True,True,True,True,forecast_icc,,68921786368.0
AXP,ok,True,True,True,True,True,forecast_icc,,215935860736.0
AIG,ok,True,True,True,True,True,forecast_icc,,39357210624.0
AMT,ok,True,True,True,True,True,forecast_icc,,87103365120.0
AWK,ok,True,True,True,True,True,forecast_icc,,24072230912.0
AMP,ok,True,True,True,True,True,forecast_icc,,40068030464.0
AME,ok,True,True,True,True,True,forecast_icc,,51765501952.0
AMGN,ok,True,True,True,True,True,forecast_icc,,181768355840.0
APH,ok,True,True,True,True,True,forecast_icc,,183009673216.0
ADI,ok,True,True,True,True,True,forecast_icc,,201580969984.0
AON,ok,True,True,True,True,True,forecast_icc,,67503128576.0
APA,ok,True,True,True,True,True,forecast_icc,,12876920832.0
APO,ok,True,True,True,True,True,forecast_icc,,74203570176.0
AAPL,ok,True,True,True,True,True,forecast_icc,,4583336181760.0
AMAT,ok,True,True,True,True,True,forecast_icc,,357329371136.0
APP,ok,True,True,True,True,True,forecast_icc,,205961166848.0
APTV,ok,True,True,True,True,True,forecast_icc,,14377499648.0
ACGL,ok,True,True,True,True,True,forecast_icc,,31214465024.0
ADM,ok,True,True,True,True,True,forecast_icc,,38450491392.0
ARES,ok,True,True,True,True,True,forecast_icc,,42385289216.0
ANET,ok,True,True,True,True,True,forecast_icc,,200799748096.0
AJG,ok,True,True,True,True,True,forecast_icc,,51673604096.0
AIZ,ok,True,True,True,True,True,forecast_icc,,12330919936.0
T,ok,True,True,True,True,True,forecast_icc,,172318801920.0
ATO,ok,True,True,True,True,True,forecast_icc,,28231151616.0
ADSK,ok,True,True,True,True,True,forecast_icc,,48840007680.0
ADP,ok,True,True,True,True,True,forecast_icc,,88677048320.0
AZO,ok,True,True,True,True,True,forecast_icc,,48046125056.0
AVB,ok,True,True,True,True,True,forecast_icc,,25893068800.0
AVY,ok,True,True,True,True,True,forecast_icc,,12167325696.0
AXON,ok,True,True,True,True,True,forecast_icc,,36167766016.0
BKR,ok,True,True,True,True,True,forecast_icc,,63373348864.0
BALL,ok,True,True,True,True,True,forecast_icc,,14555696128.0
BAC,ok,True,True,True,True,True,forecast_icc,,366184071168.0
BAX,ok,True,True,True,False,True,forecast_icc,,9699288064.0
BDX,ok,True,True,True,True,True,forecast_icc,,40537505792.0
BRK-B,ok,True,True,True,True,True,forecast_icc,,1023384027136.0
BBY,ok,True,True,True,True,True,forecast_icc,,16423689216.0
TECH,ok,True,True,True,True,True,forecast_icc,,8091472896.0
BIIB,ok,True,True,True,True,True,forecast_icc,,28936876032.0
BLK,ok,True,True,True,True,True,forecast_icc,,162511355904.0
BX,ok,True,True,True,True,True,forecast_icc,,142967996416.0
XYZ,ok,True,True,True,True,True,forecast_icc,,45067104256.0
BNY,ok,True,True,True,True,True,forecast_icc,,95701819392.0
BA,ok,True,True,True,True,True,forecast_icc,,182216081408.0
BKNG,ok,True,True,True,True,True,forecast_icc,,129737891840.0
BSX,ok,True,True,True,True,True,forecast_icc,,71805820928.0
BMY,ok,True,True,True,True,True,forecast_icc,,116765638656.0
AVGO,ok,True,True,True,True,True,forecast_icc,,2115307700224.0
BR,ok,True,True,True,True,True,forecast_icc,,17778993152.0
BRO,ok,True,True,True,True,True,forecast_icc,,19065815040.0
BF-B,ok,True,True,True,True,True,forecast_icc,,11797856256.0
BLDR,ok,True,True,True,True,True,forecast_icc,,8202515968.0
BG,ok,True,True,True,True,True,forecast_icc,,23922434048.0
BXP,ok,True,True,True,True,True,forecast_icc,,10700468224.0
CHRW,ok,True,True,True,True,True,forecast_icc,,21058017280.0
CDNS,ok,True,True,True,True,True,forecast_icc,,103411687424.0
CPT,ok,True,True,True,True,True,forecast_icc,,10559092736.0
CPB,ok,True,True,True,True,True,forecast_icc,,6293872640.0
COF,ok,True,True,True,True,True,forecast_icc,,116947484672.0
CAH,ok,True,True,True,True,True,forecast_icc,,46091714560.0
CCL,ok,True,True,True,True,True,forecast_icc,,38867017728.0
CARR,ok,True,True,True,True,True,forecast_icc,,53049171968.0
CVNA,ok,True,True,True,True,True,forecast_icc,,80069009408.0
CASY,ok,True,True,True,True,True,forecast_icc,,28435527680.0
CAT,ok,True,True,True,True,True,forecast_icc,,403418677248.0
CBOE,ok,True,True,True,True,True,forecast_icc,,34908315648.0
CBRE,ok,True,True,True,True,True,forecast_icc,,36613783552.0
